Region,Year,Value,,Unit,Source,Updated at,Updated by
DE_BW,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_BW,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_BY,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_BY,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_BY,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_Baltic,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Baltic,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_Baltic,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_HB,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HB,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_HB,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_HE,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HE,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_HE,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_HH,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_HH,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_HH,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_MV,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_MV,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_MV,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_NI,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NI,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_NI,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_NRW,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_NRW,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_NRW,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_Nord,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_Nord,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_Nord,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_RP,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_RP,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SH,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SH,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SH,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SL,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SL,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SL,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SN,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_SN,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_SN,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_ST,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_ST,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE_TH,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
DE_TH,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,2018,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2020,0.105,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2025,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2030,0.115,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2035,0.11,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2040,0.1,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2045,0.085,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2050,0.07,,Ratio,assumption,07.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
World,2055,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
World,2060,0.07,,Ratio,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
