Region,Emission,Year,Value,,Unit,Source,Updated at,Updated by
EE,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
EE,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
EE,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ES,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
ES,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
ES,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FI,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FI,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
FR,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
FR,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
GR,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
GR,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
GR,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HR,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HR,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HR,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
HU,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
HU,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IE,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IE,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IE,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
IT,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
IT,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2025,56.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2030,125.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2035,250.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2040,454.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2045,579.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2050,740.0,,M€/Megatonnes,OpenENTRANCE Deliverable NO 3.2- see assumption text file for more information.,22.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LT,CO2,2055,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LT,CO2,2060,740.0,,M€/Megatonnes,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
LU,CO2,2018,15.56,,M€/Megatonnes,Primary Market Auction- EEX 2018,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
LU,CO2,2020,24.37,,M€/Megatonnes,Primary Market Auction- EEX 2020,07.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
