Region,Emission,Year,Value,,Unit,Source,Updated at,Updated by
SE,CO2,2018,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SI,CO2,2018,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SK,CO2,2018,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
TR,CO2,2018,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
UK,CO2,2018,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NONEU_Balkan,CO2,2018,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DK,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
EE,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
ES,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FI,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FR,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
GR,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HR,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HU,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IE,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IT,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LT,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LU,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LV,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NL,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NO,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PL,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PT,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
RO,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SE,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SI,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SK,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
TR,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
UK,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NONEU_Balkan,CO2,2020,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DK,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
EE,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
ES,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FI,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FR,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
GR,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HR,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HU,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IE,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IT,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LT,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LU,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LV,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NL,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NO,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PL,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PT,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
RO,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SE,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SI,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SK,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
TR,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
UK,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NONEU_Balkan,CO2,2025,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DK,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
EE,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
ES,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FI,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FR,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
GR,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HR,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HU,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IE,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IT,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LT,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LU,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LV,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NL,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NO,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PL,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PT,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
RO,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SE,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SI,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SK,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
TR,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
UK,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NONEU_Balkan,CO2,2030,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DK,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
EE,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
ES,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FI,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FR,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
GR,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HR,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HU,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IE,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
IT,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LT,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LU,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
LV,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NL,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NO,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PL,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
PT,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
RO,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SE,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SI,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
SK,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
TR,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
UK,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
NONEU_Balkan,CO2,2035,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
AT,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BE,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
BG,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CH,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CZ,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DE,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
DK,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
EE,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
ES,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FI,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
FR,CO2,2040,0,,Mt / Megatonnes,EU-EnVis-2060 Scenario Assumption (CO2 budget approach),05.09.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
