TagTechnologyToSector{t in TECHNOLOGY, se in SECTOR}; ; ; ; ; ; ; ; 
Assigns Technologies to the different sectors.; ; ; ; ; ; ; ; 
Unit: Binary; ; ; ; ; ; ; ; 
A_CCS_Capacity; ; ; ; ;1; ; ; 
D_Gas_Methane; ; ; ; ; ;1; ; 
HLR_Gas_Boiler; ; ;1; ; ; ; ; 
HLR_Gas_CHP;1; ;0; ; ; ; ; 
HLR_Biomass; ; ;1; ; ; ; ; 
HLR_Biomass_CHP; ; ;1; ; ; ; ; 
HLR_Hardcoal; ; ;1; ; ; ; ; 
HLR_Lignite; ; ;1; ; ; ; ; 
HLR_Hardcoal_CHP;1; ;0; ; ; ; ; 
HLR_Lignite_CHP;1; ;0; ; ; ; ; 
HLR_Direct_Electric; ; ;1; ; ; ; ; 
HLR_Solar_Thermal; ; ;1; ; ; ; ; 
HLR_Heatpump_Aerial; ; ;1; ; ; ; ; 
HLR_Heatpump_Ground; ; ;1; ; ; ; ; 
HLR_Geothermal; ; ;1; ; ; ; ; 
HLR_Oil_Boiler; ; ;1; ; ; ; ; 
HLI_Gas_Boiler; ;1; ; ; ; ; ; 
HLI_Gas_CHP;1;0; ; ; ; ; ; 
HLI_Biomass; ;1; ; ; ; ; ; 
HLI_Biomass_CHP;1;0; ; ; ; ; ; 
HLI_Hardcoal; ;1; ; ; ; ; ; 
HLI_Lignite; ;1; ; ; ; ; ; 
HLI_Hardcoal_CHP;1;0; ; ; ; ; ; 
HLI_Lignite_CHP;1;0; ; ; ; ; ; 
HLI_Direct_Electric; ;1; ; ; ; ; ; 
HLI_Solar_Thermal; ;1; ; ; ; ; ; 
HLI_Fuelcell; ;1; ; ; ; ; ; 
HLI_Geothermal; ;1; ; ; ; ; ; 
HLI_Oil_Boiler; ;1; ; ; ; ; ; 
HLI_Oil_CHP;1;0; ; ; ; ; ; 
HMI_Gas; ;1; ; ; ; ; ; 
HMI_Biomass; ;1; ; ; ; ; ; 
HMI_HardCoal; ;1; ; ; ; ; ; 
HMI_Steam_Electric; ;1; ; ; ; ; ; 
HMI_Oil; ;1; ; ; ; ; ; 
HHI_BF_BOF; ;1; ; ; ; ; ; 
HHI_DRI_EAF; ;1; ; ; ; ; ; 
HHI_Scrap_EAF; ;1; ; ; ; ; ; 
HHI_H2DRI_EAF; ;1; ; ; ; ; ; 
HHI_Molten_Electrolysis; ;1; ; ; ; ; ; 
HHI_Bio_BF_BOF; ;1; ; ; ; ; ; 
HHI_BF_BOF_CCS; ;1; ; ; ; ; ; 
HHI_DRI_EAF_CCS; ;1; ; ; ; ; ; 
HLI_Biomass_CHP_CCS;1;0; ; ; ; ; ; 
HLI_Hardcoal_CHP_CCS;1;0; ; ; ; ; ; 
HLI_Lignite_CHP_CCS;1;0; ; ; ; ; ; 
HLR_Biomass_CHP_CCS;1; ;0; ; ; ; ; 
HLR_Hardcoal_CHP_CCS;1; ;0; ; ; ; ; 
HLR_Lignite_CHP_CCS;1; ;0; ; ; ; ; 
HMI_Gas_CCS; ;1; ; ; ; ; ; 
HMI_HardCoal_CCS; ;1; ; ; ; ; ; 
P_Coal_Hardcoal_CCS;1; ; ; ; ; ; ; 
P_Coal_Lignite_CCS;1; ; ; ; ; ; ; 
P_Gas_CCS;1; ; ; ; ; ; ; 
X_SMR; ; ; ; ; ; ;1; 
X_SMR_CCS; ; ; ; ; ; ;1; 
X_DAC; ; ; ; ; ; ;1; 
HLR_H2_Boiler; ; ;1; ; ; ; ; 
HLI_H2_Boiler; ;1; ; ; ; ; ; 
X_Biofuel; ; ; ; ; ; ;1; 
X_Powerfuel; ; ; ; ; ; ;1; 
RES_Grass; ; ; ; ;1; ; ; 
RES_Wood; ; ; ; ;1; ; ; 
RES_Residues; ; ; ; ;1; ; ; 
RES_Paper_Cardboard; ; ; ; ;1; ; ; 
RES_Roundwood; ; ; ; ;1; ; ; 
RES_Biogas; ; ; ; ;1; ; ; 
X_Gasifier; ; ; ; ; ; ;1; 
X_Liquifier; ; ; ; ; ; ;1; 
Z_Import_LNG; ; ; ; ;1; ; ; 
FRT_Road_LNG; ; ; ;1; ; ; ; 
FRT_Ship_LNG; ; ; ;1; ; ; ; 
PSNG_Road_LNG; ; ; ;1; ; ; ; 
P_H2_OCGT;1; ; ; ; ; ; ; 
A_Air; ; ; ; ;1; ; ; 
X_DAC_LT; ; ; ; ; ; ;1; 
X_DAC_HT; ; ; ; ; ; ;1; 
Z_Import_H2; ; ; ; ;1; ; ; 
Z_ETS_Buy; ; ; ; ;1; ; ; 
Z_ETS_Sell; ; ; ; ;1; ; ; 
CHP_Biomass_Solid; ; ; ; ; ; ; ;1
CHP_Coal_Hardcoal; ; ; ; ; ; ; ;1
CHP_Coal_Lignite; ; ; ; ; ; ; ;1
CHP_Gas_CCGT_Natural; ; ; ; ; ; ; ;1
CHP_Gas_CCGT_Biogas; ; ; ; ; ; ; ;1
CHP_Gas_CCGT_SynGas; ; ; ; ; ; ; ;1
CHP_Biomass_Solid_CCS; ; ; ; ; ; ; ;1
CHP_Coal_Hardcoal_CCS; ; ; ; ; ; ; ;1
CHP_Coal_Lignite_CCS; ; ; ; ; ; ; ;1
CHP_Gas_CCGT_Natural_CCS; ; ; ; ; ; ; ;1
CHP_Gas_CCGT_Biogas_CCS; ; ; ; ; ; ; ;1
CHP_Hydrogen_FuelCell; ; ; ; ; ; ; ;1
HLI_Convert_DH; ;1; ; ; ; ; ; 
HLR_Convert_DH; ; ;1; ; ; ; ; 
CHP_Oil; ; ; ; ; ; ; ;1
Res_pv_utility_tracking;1; ; ; ; ; ; ; 
P_Gas_CCGT;1; ; ; ; ; ; ; 
P_Gas_OCGT;1; ; ; ; ; ; ; 
P_Gas_Engines;1; ; ; ; ; ; ; 
HMI_H2; ;1; ; ; ; ; ; 
