Technology,Year,Value,,Unit,Source,Updated at,Updated by
P_Nuclear,2035,0.01,,Factor,,,
P_Oil,2035,0.04,,Factor,,,
RES_Hydro_Large,2035,0.25,,Factor,,,
P_Biomass_CCS,2035,0.04,,Factor,,,
HLR_Biomass_CHP,2035,0.1,,Factor,,,
HLR_Hardcoal_CHP,2035,0.1,,Factor,,,
HLR_Lignite_CHP,2035,0.1,,Factor,,,
HLR_Oil_Boiler,2035,0.1,,Factor,,,
HLI_Biomass_CHP,2035,0.1,,Factor,,,
HLI_Hardcoal_CHP,2035,0.1,,Factor,,,
HLI_Lignite_CHP,2035,0.1,,Factor,,,
HLI_Oil_Boiler,2035,0.1,,Factor,,,
HLI_Oil_CHP,2035,0.1,,Factor,,,
HHI_BF_BOF_CCS,2035,0.1,,Factor,,,
HHI_DRI_EAF_CCS,2035,0.1,,Factor,,,
HLI_Hardcoal_CHP_CCS,2035,0.1,,Factor,,,
HLI_Lignite_CHP_CCS,2035,0.1,,Factor,,,
HLR_Hardcoal_CHP_CCS,2035,0.1,,Factor,,,
HLR_Lignite_CHP_CCS,2035,0.1,,Factor,,,
P_Coal_Hardcoal_CCS,2035,0.02,,Factor,,,
P_Coal_Lignite_CCS,2035,0.02,,Factor,,,
P_Gas_CCS,2035,0.2,,Factor,,,
P_Biomass,2040,0.04,,Factor,,,
P_Coal_Hardcoal,2040,0.02,,Factor,,,
P_Coal_Lignite,2040,0.02,,Factor,,,
P_Gas,2040,0.2,,Factor,,,
P_Nuclear,2040,0.01,,Factor,,,
P_Oil,2040,0.04,,Factor,,,
RES_Hydro_Large,2040,0.25,,Factor,,,
P_Biomass_CCS,2040,0.04,,Factor,,,
HLR_Biomass_CHP,2040,0.1,,Factor,,,
HLR_Hardcoal_CHP,2040,0.1,,Factor,,,
HLR_Lignite_CHP,2040,0.1,,Factor,,,
HLR_Oil_Boiler,2040,0.1,,Factor,,,
HLI_Biomass_CHP,2040,0.1,,Factor,,,
HLI_Hardcoal_CHP,2040,0.1,,Factor,,,
HLI_Lignite_CHP,2040,0.1,,Factor,,,
HLI_Oil_Boiler,2040,0.1,,Factor,,,
HLI_Oil_CHP,2040,0.1,,Factor,,,
HHI_BF_BOF_CCS,2040,0.1,,Factor,,,
HHI_DRI_EAF_CCS,2040,0.1,,Factor,,,
HLI_Hardcoal_CHP_CCS,2040,0.1,,Factor,,,
HLI_Lignite_CHP_CCS,2040,0.1,,Factor,,,
HLR_Hardcoal_CHP_CCS,2040,0.1,,Factor,,,
HLR_Lignite_CHP_CCS,2040,0.1,,Factor,,,
P_Coal_Hardcoal_CCS,2040,0.02,,Factor,,,
P_Coal_Lignite_CCS,2040,0.02,,Factor,,,
P_Gas_CCS,2040,0.2,,Factor,,,
P_Biomass,2045,0.04,,Factor,,,
P_Coal_Hardcoal,2045,0.02,,Factor,,,
P_Coal_Lignite,2045,0.02,,Factor,,,
P_Gas,2045,0.2,,Factor,,,
P_Nuclear,2045,0.01,,Factor,,,
P_Oil,2045,0.04,,Factor,,,
RES_Hydro_Large,2045,0.25,,Factor,,,
P_Biomass_CCS,2045,0.04,,Factor,,,
HLR_Biomass_CHP,2045,0.1,,Factor,,,
HLR_Hardcoal_CHP,2045,0.1,,Factor,,,
HLR_Lignite_CHP,2045,0.1,,Factor,,,
HLR_Oil_Boiler,2045,0.1,,Factor,,,
HLI_Biomass_CHP,2045,0.1,,Factor,,,
HLI_Hardcoal_CHP,2045,0.1,,Factor,,,
HLI_Lignite_CHP,2045,0.1,,Factor,,,
HLI_Oil_Boiler,2045,0.1,,Factor,,,
HLI_Oil_CHP,2045,0.1,,Factor,,,
HHI_BF_BOF_CCS,2045,0.1,,Factor,,,
HHI_DRI_EAF_CCS,2045,0.1,,Factor,,,
HLI_Hardcoal_CHP_CCS,2045,0.1,,Factor,,,
HLI_Lignite_CHP_CCS,2045,0.1,,Factor,,,
HLR_Hardcoal_CHP_CCS,2045,0.1,,Factor,,,
HLR_Lignite_CHP_CCS,2045,0.1,,Factor,,,
P_Coal_Hardcoal_CCS,2045,0.02,,Factor,,,
P_Coal_Lignite_CCS,2045,0.02,,Factor,,,
P_Gas_CCS,2045,0.2,,Factor,,,
P_Biomass,2050,0.04,,Factor,,,
P_Coal_Hardcoal,2050,0.02,,Factor,,,
P_Coal_Lignite,2050,0.02,,Factor,,,
P_Gas,2050,0.2,,Factor,,,
P_Nuclear,2050,0.01,,Factor,,,
P_Oil,2050,0.04,,Factor,,,
RES_Hydro_Large,2050,0.25,,Factor,,,
P_Biomass_CCS,2050,0.04,,Factor,,,
HLR_Biomass_CHP,2050,0.1,,Factor,,,
HLR_Hardcoal_CHP,2050,0.1,,Factor,,,
HLR_Lignite_CHP,2050,0.1,,Factor,,,
HLR_Oil_Boiler,2050,0.1,,Factor,,,
HLI_Biomass_CHP,2050,0.1,,Factor,,,
HLI_Hardcoal_CHP,2050,0.1,,Factor,,,
HLI_Lignite_CHP,2050,0.1,,Factor,,,
HLI_Oil_Boiler,2050,0.1,,Factor,,,
HLI_Oil_CHP,2050,0.1,,Factor,,,
HHI_BF_BOF_CCS,2050,0.1,,Factor,,,
HHI_DRI_EAF_CCS,2050,0.1,,Factor,,,
HLI_Hardcoal_CHP_CCS,2050,0.1,,Factor,,,
HLI_Lignite_CHP_CCS,2050,0.1,,Factor,,,
HLR_Hardcoal_CHP_CCS,2050,0.1,,Factor,,,
HLR_Lignite_CHP_CCS,2050,0.1,,Factor,,,
P_Coal_Hardcoal_CCS,2050,0.02,,Factor,,,
P_Coal_Lignite_CCS,2050,0.02,,Factor,,,
P_Gas_CCS,2050,0.2,,Factor,,,
