Technology	Year	Value		Unit	Source	Updated at	Updated by
P_Gas	2020	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear	2020	0.01		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil	2020	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RES_Hydro_Large	2020	0.25		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass_CCS	2020	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Biomass_CHP	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Oil_Boiler	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass_CHP	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_Boiler	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_CHP	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_BF_BOF_CCS	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_DRI_EAF_CCS	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP_CCS	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP_CCS	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP_CCS	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP_CCS	2020	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal_CCS	2020	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite_CCS	2020	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS	2020	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass	2025	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal	2025	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite	2025	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas	2025	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear	2025	0.01		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil	2025	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RES_Hydro_Large	2025	0.25		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass_CCS	2025	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Biomass_CHP	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Oil_Boiler	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass_CHP	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_Boiler	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_CHP	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_BF_BOF_CCS	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_DRI_EAF_CCS	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP_CCS	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP_CCS	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP_CCS	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP_CCS	2025	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal_CCS	2025	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite_CCS	2025	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS	2025	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass	2030	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal	2030	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite	2030	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas	2030	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear	2030	0.01		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil	2030	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RES_Hydro_Large	2030	0.25		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass_CCS	2030	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Biomass_CHP	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Oil_Boiler	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass_CHP	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_Boiler	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_CHP	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_BF_BOF_CCS	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_DRI_EAF_CCS	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP_CCS	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP_CCS	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP_CCS	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP_CCS	2030	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal_CCS	2030	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite_CCS	2030	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS	2030	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass	2035	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal	2035	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite	2035	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas	2035	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear	2035	0.01		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil	2035	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RES_Hydro_Large	2035	0.25		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass_CCS	2035	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Biomass_CHP	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Oil_Boiler	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass_CHP	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_Boiler	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_CHP	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_BF_BOF_CCS	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_DRI_EAF_CCS	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP_CCS	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP_CCS	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP_CCS	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP_CCS	2035	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal_CCS	2035	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite_CCS	2035	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS	2035	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass	2040	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal	2040	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite	2040	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas	2040	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear	2040	0.01		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil	2040	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RES_Hydro_Large	2040	0.25		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass_CCS	2040	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Biomass_CHP	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Oil_Boiler	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass_CHP	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_Boiler	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_CHP	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_BF_BOF_CCS	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_DRI_EAF_CCS	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP_CCS	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP_CCS	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP_CCS	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP_CCS	2040	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal_CCS	2040	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite_CCS	2040	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS	2040	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass	2045	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal	2045	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite	2045	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas	2045	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear	2045	0.01		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil	2045	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RES_Hydro_Large	2045	0.25		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass_CCS	2045	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Biomass_CHP	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Oil_Boiler	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass_CHP	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_Boiler	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_CHP	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_BF_BOF_CCS	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_DRI_EAF_CCS	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP_CCS	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP_CCS	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP_CCS	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP_CCS	2045	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal_CCS	2045	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite_CCS	2045	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS	2045	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass	2050	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal	2050	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite	2050	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas	2050	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Nuclear	2050	0.01		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Oil	2050	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RES_Hydro_Large	2050	0.25		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Biomass_CCS	2050	0.04		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Biomass_CHP	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Oil_Boiler	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Biomass_CHP	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_Boiler	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Oil_CHP	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_BF_BOF_CCS	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HHI_DRI_EAF_CCS	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Hardcoal_CHP_CCS	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLI_Lignite_CHP_CCS	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Hardcoal_CHP_CCS	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HLR_Lignite_CHP_CCS	2050	0.1		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Hardcoal_CCS	2050	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Coal_Lignite_CCS	2050	0.02		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
P_Gas_CCS	2050	0.2		Factor	Needs Update 	08.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
