Region,Technology,Mode_of_operation,Year,Value,,Unit,Source,Updated at,Updated by
World,X_Powerfuel,1,2050,0.682348334,,MEUR/PJ,Power to Jet Fuel (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-renewable-fuels,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2021,0.08,,MEUR/PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 21 SMR medium size decentralized,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2025,0.065,,MEUR/PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 21 SMR medium size decentralized,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2030,0.05,,MEUR/PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 21 SMR medium size decentralized,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2035,0.05,,MEUR/PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 21 SMR medium size decentralized,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2040,0.05,,MEUR/PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 21 SMR medium size decentralized,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2045,0.05,,MEUR/PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 21 SMR medium size decentralized,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,X_SMR,1,2050,0.05,,MEUR/PJ,Hydrogen4EU (2021) 10 Annex E: Data documentation Table 21 SMR medium size decentralized,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_CCGT,1,2021,2.07,,MEUR/PJ,Gas Turbine combined cycle extraction natural gas large (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_CCGT,1,2025,2.07,,MEUR/PJ,Gas Turbine combined cycle extraction natural gas large (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_CCGT,1,2030,2.07,,MEUR/PJ,Gas Turbine combined cycle extraction natural gas large (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_CCGT,1,2035,2.07,,MEUR/PJ,Gas Turbine combined cycle extraction natural gas large (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_CCGT,1,2040,2.07,,MEUR/PJ,Gas Turbine combined cycle extraction natural gas large (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_CCGT,1,2045,2.07,,MEUR/PJ,Gas Turbine combined cycle extraction natural gas large (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_CCGT,1,2050,2.07,,MEUR/PJ,Gas Turbine combined cycle extraction natural gas large (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_Engines,1,2021,3.54,,MEUR/PJ,Gas engine natural gas (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_Engines,1,2025,3.382666667,,MEUR/PJ,Gas engine natural gas (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_Engines,1,2030,3.186,,MEUR/PJ,Gas engine natural gas (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_Engines,1,2035,3.146666667,,MEUR/PJ,Gas engine natural gas (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_Engines,1,2040,3.068,,MEUR/PJ,Gas engine natural gas (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_Engines,1,2045,3.028666667,,MEUR/PJ,Gas engine natural gas (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_Engines,1,2050,2.95,,MEUR/PJ,Gas engine natural gas (upper) - https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_OCGT,1,2021,2.07,,MEUR/PJ,Gas turbine simple cycle (small and medium scale plant) back pressure (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_OCGT,1,2025,2.02,,MEUR/PJ,Gas turbine simple cycle (small and medium scale plant) back pressure (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_OCGT,1,2030,1.9575,,MEUR/PJ,Gas turbine simple cycle (small and medium scale plant) back pressure (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_OCGT,1,2035,1.92,,MEUR/PJ,Gas turbine simple cycle (small and medium scale plant) back pressure (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_OCGT,1,2040,1.87,,MEUR/PJ,Gas turbine simple cycle (small and medium scale plant) back pressure (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_OCGT,1,2045,1.82,,MEUR/PJ,Gas turbine simple cycle (small and medium scale plant) back pressure (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Gas_OCGT,1,2050,1.77,,MEUR/PJ,Gas turbine simple cycle (small and medium scale plant) back pressure (upper)- https://ens.dk/en/our-services/technology-catalogues/technology-data-generation-electricity-and-district-heating,18.11.2024,Alena Diesing <ad@wip.tu-berlin.de>
