Region,Technology,Mode_of_operation,Year,Value,,Unit,Source,Updated at,Updated by
World,CHP_Coal_Hardcoal,1,2030,1.416666667,,MEUR/PJ,CHP Coal Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,CHP_Coal_Hardcoal,1,2035,1.416666667,,MEUR/PJ,CHP Coal Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,CHP_Coal_Hardcoal,1,2040,1.416666667,,MEUR/PJ,CHP Coal Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,CHP_Coal_Hardcoal,1,2045,1.416666667,,MEUR/PJ,CHP Coal Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,CHP_Coal_Hardcoal,1,2050,1.416666667,,MEUR/PJ,CHP Coal Table 1.7 High cost of slow energy transitions for emerging countries: On the case of Egypt's pathway options Appendix A Supplementary data,08.09.2023,Luka Garibashvili <lukaga@stud.ntnu.no>
World,CHP_Coal_Lignite,1,2018,0,,MEUR/PJ,,,
World,CHP_Coal_Lignite,1,2020,0,,MEUR/PJ,,,
World,CHP_Coal_Lignite,1,2025,0,,MEUR/PJ,,,
World,CHP_Coal_Lignite,1,2030,0,,MEUR/PJ,,,
World,CHP_Coal_Lignite,1,2035,0,,MEUR/PJ,,,
World,CHP_Coal_Lignite,1,2040,0,,MEUR/PJ,,,
World,CHP_Coal_Lignite,1,2045,0,,MEUR/PJ,,,
World,CHP_Coal_Lignite,1,2050,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2018,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2020,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2025,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2030,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2035,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2040,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2045,0,,MEUR/PJ,,,
World,CHP_Nuclear,1,2050,0,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2018,20.55555556,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2020,16.57407407,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2025,12.59259259,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2030,8.611111111,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2035,8.333333333,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2040,8.055555556,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2045,7.777777778,,MEUR/PJ,,,
World,D_Battery_Li-Ion,1,2050,7.5,,MEUR/PJ,,,
World,D_Battery_Redox,1,2018,86.38888889,,MEUR/PJ,,,
World,D_Battery_Redox,1,2020,68.88888889,,MEUR/PJ,,,
World,D_Battery_Redox,1,2025,51.38888889,,MEUR/PJ,,,
World,D_Battery_Redox,1,2030,33.88888889,,MEUR/PJ,,,
World,D_Battery_Redox,1,2035,32.91666667,,MEUR/PJ,,,
World,D_Battery_Redox,1,2040,31.94444444,,MEUR/PJ,,,
World,D_Battery_Redox,1,2045,30.97222222,,MEUR/PJ,,,
World,D_Battery_Redox,1,2050,30,,MEUR/PJ,,,
World,D_CAES,1,2018,62.5,,MEUR/PJ,,,
World,D_CAES,1,2020,60.46296296,,MEUR/PJ,,,
World,D_CAES,1,2025,58.42592593,,MEUR/PJ,,,
World,D_CAES,1,2030,56.38888889,,MEUR/PJ,,,
World,D_CAES,1,2035,56.18055556,,MEUR/PJ,,,
World,D_CAES,1,2040,55.97222222,,MEUR/PJ,,,
World,D_CAES,1,2045,55.76388889,,MEUR/PJ,,,
World,D_CAES,1,2050,55.55555556,,MEUR/PJ,,,
World,D_Gas_H2,1,2018,0.833333333,,MEUR/PJ,,,
World,D_Gas_H2,1,2020,0.805555556,,MEUR/PJ,,,
World,D_Gas_H2,1,2025,0.777777778,,MEUR/PJ,,,
World,D_Gas_H2,1,2030,0.75,,MEUR/PJ,,,
World,D_Gas_H2,1,2035,0.75,,MEUR/PJ,,,
World,D_Gas_H2,1,2040,0.75,,MEUR/PJ,,,
World,D_Gas_H2,1,2045,0.75,,MEUR/PJ,,,
World,D_Gas_H2,1,2050,0.75,,MEUR/PJ,,,
World,D_Gas_Methane,1,2018,9.166666667,,MEUR/PJ,,,
World,D_Gas_Methane,1,2020,9.166666667,,MEUR/PJ,,,
World,D_Gas_Methane,1,2025,9.166666667,,MEUR/PJ,,,
World,D_Gas_Methane,1,2030,9.166666667,,MEUR/PJ,,,
World,D_Gas_Methane,1,2035,9.166666667,,MEUR/PJ,,,
World,D_Gas_Methane,1,2040,9.166666667,,MEUR/PJ,,,
World,D_Gas_Methane,1,2045,9.166666667,,MEUR/PJ,,,
World,D_Gas_Methane,1,2050,9.166666667,,MEUR/PJ,,,
World,D_Heat_HLI,1,2018,0,,MEUR/PJ,,,
World,D_Heat_HLI,1,2020,0,,MEUR/PJ,,,
World,D_Heat_HLI,1,2025,0,,MEUR/PJ,,,
World,D_Heat_HLI,1,2030,0,,MEUR/PJ,,,
World,D_Heat_HLI,1,2035,0,,MEUR/PJ,,,
World,D_Heat_HLI,1,2040,0,,MEUR/PJ,,,
World,D_Heat_HLI,1,2045,0,,MEUR/PJ,,,
World,D_Heat_HLI,1,2050,0,,MEUR/PJ,,,
World,D_PHS,1,2018,43.05555556,,MEUR/PJ,,,
World,D_PHS,1,2020,41.66666667,,MEUR/PJ,,,
World,D_PHS,1,2025,40.27777778,,MEUR/PJ,,,
World,D_PHS,1,2030,38.88888889,,MEUR/PJ,,,
World,D_PHS,1,2035,38.75,,MEUR/PJ,,,
World,D_PHS,1,2040,38.61111111,,MEUR/PJ,,,
World,D_PHS,1,2045,38.47222222,,MEUR/PJ,,,
World,D_PHS,1,2050,38.33333333,,MEUR/PJ,,,
World,D_PHS_Residual,1,2018,2.152777778,,MEUR/PJ,,,
World,D_PHS_Residual,1,2020,2.083333333,,MEUR/PJ,,,
World,D_PHS_Residual,1,2025,2.013888889,,MEUR/PJ,,,
World,D_PHS_Residual,1,2030,1.944444444,,MEUR/PJ,,,
World,D_PHS_Residual,1,2035,1.9375,,MEUR/PJ,,,
World,D_PHS_Residual,1,2040,1.930555556,,MEUR/PJ,,,
World,D_PHS_Residual,1,2045,1.923611111,,MEUR/PJ,,,
World,D_PHS_Residual,1,2050,1.916666667,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2018,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2020,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2025,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2030,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2035,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2040,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2045,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2050,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2018,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2020,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2025,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2030,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2035,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2040,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2045,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2050,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2018,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2020,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2025,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2030,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2035,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2040,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2045,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2050,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2018,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2020,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2025,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2030,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2035,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2040,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2045,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2050,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2018,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2020,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2025,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2030,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2035,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2040,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2045,0,,MEUR/PJ,,,
World,FRT_Ship_H2,1,2050,0,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2050,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2050,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2050,1.368,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2020,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2025,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2030,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2035,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2040,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2045,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2050,1.224,,MEUR/PJ,,,
World,HHT_Biomass,1,2018,0,,MEUR/PJ,,,
World,HHT_Biomass,1,2020,0,,MEUR/PJ,,,
World,HHT_Biomass,1,2025,0,,MEUR/PJ,,,
World,HHT_Biomass,1,2030,0,,MEUR/PJ,,,
World,HHT_Biomass,1,2035,0,,MEUR/PJ,,,
World,HHT_Biomass,1,2040,0,,MEUR/PJ,,,
World,HHT_Biomass,1,2045,0,,MEUR/PJ,,,
World,HHT_Biomass,1,2050,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2018,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2020,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2025,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2030,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2035,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2040,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2045,0,,MEUR/PJ,,,
World,HHT_Coal_Hardcoal,1,2050,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2018,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2020,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2025,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2030,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2035,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2040,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2045,0,,MEUR/PJ,,,
World,HHT_Coal_Lignite,1,2050,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2018,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2020,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2025,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2030,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2035,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2040,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2045,0,,MEUR/PJ,,,
World,HHT_Electric_Furnace,1,2050,0,,MEUR/PJ,,,
World,HHT_Gas,1,2018,0,,MEUR/PJ,,,
World,HHT_Gas,2,2018,0,,MEUR/PJ,,,
World,HHT_Gas,3,2018,0,,MEUR/PJ,,,
World,HHT_Gas,1,2020,0,,MEUR/PJ,,,
World,HHT_Gas,2,2020,0,,MEUR/PJ,,,
World,HHT_Gas,3,2020,0,,MEUR/PJ,,,
World,HHT_Gas,1,2025,0,,MEUR/PJ,,,
World,HHT_Gas,2,2025,0,,MEUR/PJ,,,
World,HHT_Gas,3,2025,0,,MEUR/PJ,,,
World,HHT_Gas,1,2030,0,,MEUR/PJ,,,
World,HHT_Gas,2,2030,0,,MEUR/PJ,,,
World,HHT_Gas,3,2030,0,,MEUR/PJ,,,
World,HHT_Gas,1,2035,0,,MEUR/PJ,,,
World,HHT_Gas,2,2035,0,,MEUR/PJ,,,
World,HHT_Gas,3,2035,0,,MEUR/PJ,,,
World,HHT_Gas,1,2040,0,,MEUR/PJ,,,
World,HHT_Gas,2,2040,0,,MEUR/PJ,,,
World,HHT_Gas,3,2040,0,,MEUR/PJ,,,
World,HHT_Gas,1,2045,0,,MEUR/PJ,,,
World,HHT_Gas,2,2045,0,,MEUR/PJ,,,
World,HHT_Gas,3,2045,0,,MEUR/PJ,,,
World,HHT_Gas,1,2050,0,,MEUR/PJ,,,
World,HHT_Gas,2,2050,0,,MEUR/PJ,,,
World,HHT_Gas,3,2050,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2018,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2020,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2025,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2030,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2035,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2040,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2045,0,,MEUR/PJ,,,
World,HHT_Geothermal,1,2050,0,,MEUR/PJ,,,
World,HHT_H2,1,2018,0,,MEUR/PJ,,,
World,HHT_H2,1,2020,0,,MEUR/PJ,,,
World,HHT_H2,1,2025,0,,MEUR/PJ,,,
World,HHT_H2,1,2030,0,,MEUR/PJ,,,
World,HHT_H2,1,2035,0,,MEUR/PJ,,,
World,HHT_H2,1,2040,0,,MEUR/PJ,,,
World,HHT_H2,1,2045,0,,MEUR/PJ,,,
World,HHT_H2,1,2050,0,,MEUR/PJ,,,
World,HHT_Oil,1,2018,0,,MEUR/PJ,,,
World,HHT_Oil,1,2020,0,,MEUR/PJ,,,
World,HHT_Oil,1,2025,0,,MEUR/PJ,,,
World,HHT_Oil,1,2030,0,,MEUR/PJ,,,
World,HHT_Oil,1,2035,0,,MEUR/PJ,,,
World,HHT_Oil,1,2040,0,,MEUR/PJ,,,
World,HHT_Oil,1,2045,0,,MEUR/PJ,,,
World,HHT_Oil,1,2050,0,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2020,1.224,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2025,1.224,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2030,1.224,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2035,1.224,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2040,1.224,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2045,1.224,,MEUR/PJ,,,
DE,HLI_Biomass_CHP_CCS,1,2050,1.224,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2018,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2020,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2025,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2030,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2035,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2040,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2045,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2050,0.001,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HLI_Hardcoal_CHP_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,HLI_Lignite_CHP_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HLI_Lignite_CHP_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HLI_Lignite_CHP_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HLI_Lignite_CHP_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HLI_Lignite_CHP_CCS,1,2035,1.368,,MEUR/PJ,,,
