"RegionalBaseYearProduction{r in REGION, t in TECHNOLOGY, f in FUEL}", , , 
Describes how much of a fuel has to be produced by specific technologies in the base year per region., , , 
Unit: PJ, , , 
 , , , 
Region,Technology,Fuel,2018
NO5,HLR_Hardcoal,Heat_Low_Residential,"0,0"
NO1,HLR_Oil_Boiler,Heat_Low_Residential,"1,13085"
NO2,HLR_Oil_Boiler,Heat_Low_Residential,"0,6462"
NO3,HLR_Oil_Boiler,Heat_Low_Residential,"0,37695"
NO4,HLR_Oil_Boiler,Heat_Low_Residential,"0,242325"
NO5,HLR_Oil_Boiler,Heat_Low_Residential,"0,296175"
NO1,HLI_Biomass,Heat_Low_Industrial,"0,8081794982616173"
NO2,HLI_Biomass,Heat_Low_Industrial,"4,19198301026084"
NO3,HLI_Biomass,Heat_Low_Industrial,"4,79445746318113"
NO4,HLI_Biomass,Heat_Low_Industrial,"2,79947599158011"
NO5,HLI_Biomass,Heat_Low_Industrial,"2,505904036716302"
NO1,HLI_Hardcoal,Heat_Low_Industrial,"0,0"
NO2,HLI_Hardcoal,Heat_Low_Industrial,"0,0"
NO3,HLI_Hardcoal,Heat_Low_Industrial,"0,0"
NO4,HLI_Hardcoal,Heat_Low_Industrial,"0,0"
NO5,HLI_Hardcoal,Heat_Low_Industrial,"0,0"
NO1,HLI_Direct_Electric,Heat_Low_Industrial,"1,464357058569743"
NO2,HLI_Direct_Electric,Heat_Low_Industrial,"7,595540057739931"
NO3,HLI_Direct_Electric,Heat_Low_Industrial,"8,687175931273726"
NO4,HLI_Direct_Electric,Heat_Low_Industrial,"5,072427979171828"
NO5,HLI_Direct_Electric,Heat_Low_Industrial,"4,540498973244771"
NO1,HLI_Oil_Boiler,Heat_Low_Industrial,"0,7321785297279407"
NO2,HLI_Oil_Boiler,Heat_Low_Industrial,"3,797770026459092"
NO3,HLI_Oil_Boiler,Heat_Low_Industrial,"4,343587966640304"
NO4,HLI_Oil_Boiler,Heat_Low_Industrial,"2,536213985693037"
NO5,HLI_Oil_Boiler,Heat_Low_Industrial,"2,270249491479627"
NO1,HLI_Gas_Boiler,Heat_Low_Industrial,"0,629"
NO2,HLI_Gas_Boiler,Heat_Low_Industrial,"3,5224"
NO3,HLI_Gas_Boiler,Heat_Low_Industrial,"3,8998"
NO4,HLI_Gas_Boiler,Heat_Low_Industrial,"2,3902"
NO5,HLI_Gas_Boiler,Heat_Low_Industrial,"2,1386"
NO1,*HLI_Convert_DH,Heat_Low_Industrial,"0,03015"
NO2,*HLI_Convert_DH,Heat_Low_Industrial,"0,16884"
NO3,*HLI_Convert_DH,Heat_Low_Industrial,"0,18693"
NO4,*HLI_Convert_DH,Heat_Low_Industrial,"0,11457"
NO5,*HLI_Convert_DH,Heat_Low_Industrial,"0,10251"
NO1,HMI_Biomass,Heat_Medium_Industrial,"0,4812147208426433"
NO2,HMI_Biomass,Heat_Medium_Industrial,"2,496034395406625"
NO3,HMI_Biomass,Heat_Medium_Industrial,"2,854766013507684"
NO4,HMI_Biomass,Heat_Medium_Industrial,"1,666893256761384"
NO5,HMI_Biomass,Heat_Medium_Industrial,"1,492091613481663"
NO1,HMI_HardCoal,Heat_Medium_Industrial,"0,07316433047644247"
NO2,HMI_HardCoal,Heat_Medium_Industrial,"0,3794993869180788"
NO3,HMI_HardCoal,Heat_Medium_Industrial,"0,4340412841203558"
NO4,HMI_HardCoal,Heat_Medium_Industrial,"0,2534360031907261"
NO5,HMI_HardCoal,Heat_Medium_Industrial,"0,2268589952943969"
NO1,HMI_Steam_Electric,Heat_Medium_Industrial,"0,01070436317154038"
NO2,HMI_Steam_Electric,Heat_Medium_Industrial,"0,05552295293548392"
NO3,HMI_Steam_Electric,Heat_Medium_Industrial,"0,06350274673978791"
NO4,HMI_Steam_Electric,Heat_Medium_Industrial,"0,03707915191650726"
NO5,HMI_Steam_Electric,Heat_Medium_Industrial,"0,03319078523668052"
NO1,HMI_Oil,Heat_Medium_Industrial,"0,5060488366542469"
NO2,HMI_Oil,Heat_Medium_Industrial,"2,624847621991353"
NO3,HMI_Oil,Heat_Medium_Industrial,"3,002092390656141"
NO4,HMI_Oil,Heat_Medium_Industrial,"1,75291691441557"
NO5,HMI_Oil,Heat_Medium_Industrial,"1,56909423628269"
NO1,*HHI_BF_BOF,Heat_High_Industrial,"0,8883"
NO2,*HHI_BF_BOF,Heat_High_Industrial,"4,97448"
NO3,*HHI_BF_BOF,Heat_High_Industrial,"5,507459999999999"
NO4,*HHI_BF_BOF,Heat_High_Industrial,"3,37554"
NO5,*HHI_BF_BOF,Heat_High_Industrial,"3,02022"
NO1,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,07175000000000001"
NO2,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,4018"
NO3,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,44485"
NO4,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,27265"
NO5,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,24395"
NO1,HHI_Scrap_EAF,Heat_High_Industrial,"0,1963715620123974"
NO2,HHI_Scrap_EAF,Heat_High_Industrial,"1,018568588551607"
NO3,HHI_Scrap_EAF,Heat_High_Industrial,"1,164957910994312"
NO4,HHI_Scrap_EAF,Heat_High_Industrial,"0,6802170416044502"
NO5,HHI_Scrap_EAF,Heat_High_Industrial,"0,6088848968372333"
NO1,HHI_DRI_EAF,Heat_High_Industrial,"0,2297692027752716"
NO2,HHI_DRI_EAF,Heat_High_Industrial,"1,191800205941926"
NO3,HHI_DRI_EAF,Heat_High_Industrial,"1,36308648926902"
NO4,HHI_DRI_EAF,Heat_High_Industrial,"0,7959039681119068"
NO5,HHI_DRI_EAF,Heat_High_Industrial,"0,712440133901876"
NO1,CHP_Gas_CCGT_Natural,Power,"0,41875"
NO2,CHP_Gas_CCGT_Natural,Power,"2,345"
NO3,CHP_Gas_CCGT_Natural,Power,"2,59625"
NO4,CHP_Gas_CCGT_Natural,Power,"1,59125"
NO5,CHP_Gas_CCGT_Natural,Power,"1,42375"
NO1,P_Gas_OCGT,Power,"0,16975"
NO2,P_Gas_OCGT,Power,"0,9506000000000001"
NO3,P_Gas_OCGT,Power,"1,05245"
NO4,P_Gas_OCGT,Power,"0,64505"
NO5,P_Gas_OCGT,Power,"0,57715"
NO1,CHP_Biomass_Solid,Power,"0,0428"
NO2,CHP_Biomass_Solid,Power,"0,23968"
NO3,CHP_Biomass_Solid,Power,"0,26536"
NO4,CHP_Biomass_Solid,Power,"0,16264"
NO5,CHP_Biomass_Solid,Power,"0,14552"
NO1,HLR_Heatpump_Aerial,Heat_Low_Residential,"6,45414"
NO2,HLR_Heatpump_Aerial,Heat_Low_Residential,"3,68808"
NO3,HLR_Heatpump_Aerial,Heat_Low_Residential,"2,151380000000001"
NO4,HLR_Heatpump_Aerial,Heat_Low_Residential,"1,38303"
NO5,HLR_Heatpump_Aerial,Heat_Low_Residential,"1,69037"
NO1,HLR_Heatpump_Ground,Heat_Low_Residential,"0,33978"
NO2,HLR_Heatpump_Ground,Heat_Low_Residential,"0,19416"
NO3,HLR_Heatpump_Ground,Heat_Low_Residential,"0,11326"
NO4,HLR_Heatpump_Ground,Heat_Low_Residential,"0,07281"
NO5,HLR_Heatpump_Ground,Heat_Low_Residential,"0,08899"
NO1,HLR_Direct_Electric,Heat_Low_Residential,"61,14528"
NO2,HLR_Direct_Electric,Heat_Low_Residential,"34,94016"
NO3,HLR_Direct_Electric,Heat_Low_Residential,"20,38176"
NO4,HLR_Direct_Electric,Heat_Low_Residential,"13,10256"
NO5,HLR_Direct_Electric,Heat_Low_Residential,"16,01424"
AT,HLR_Biomass,Heat_Low_Residential,"71,694"
AT,HLR_Hardcoal,Heat_Low_Residential,"2,794"
AT,HLR_Oil_Boiler,Heat_Low_Residential,"57,279"
AT,HLI_Biomass,Heat_Low_Industrial,"2,659"
AT,HLI_Hardcoal,Heat_Low_Industrial,"0,275"
AT,HLI_Direct_Electric,Heat_Low_Industrial,"0,026"
AT,HLI_Oil_Boiler,Heat_Low_Industrial,"1,072"
AT,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,0"
AT,*HLI_Convert_DH,Heat_Low_Industrial,"4,627"
AT,HMI_Biomass,Heat_Medium_Industrial,"32,977"
AT,HMI_HardCoal,Heat_Medium_Industrial,"3,083"
AT,HMI_Steam_Electric,Heat_Medium_Industrial,"0,26"
AT,HMI_Oil,Heat_Medium_Industrial,"15,055"
AT,*HHI_BF_BOF,Heat_High_Industrial,"28,904"
AT,HHI_Bio_BF_BOF,Heat_High_Industrial,"4,398"
AT,HHI_Scrap_EAF,Heat_High_Industrial,"1,755"
AT,HHI_DRI_EAF,Heat_High_Industrial,"33,349"
AT,P_Gas_CCGT,Power,"19,582"
AT,P_Gas_Engines,Power,"0,995"
AT,P_Biomass,Power,"15,478"
AT,P_Coal_Hardcoal,Power,"4,663"
AT,HLR_Heatpump_Ground,Heat_Low_Residential,"0,361"
AT,HLR_Direct_Electric,Heat_Low_Residential,"13,863"
AT,CHP_Coal_Hardcoal,Power,"2,597"
AT,CHP_Oil,Power,"2,52"
AT,CHP_Gas_CCGT_Natural,Power,"13,123"
AT,CHP_Biomass_Solid,Power,"13,941"
AT,CHP_Coal_Hardcoal,Heat_District,"8,481"
AT,CHP_Oil,Heat_District,"8,228"
AT,CHP_Gas_CCGT_Natural,Heat_District,"42,855"
AT,CHP_Biomass_Solid,Heat_District,"45,527"
AT,P_Gas_OCGT,Power,"2,0"
BE,HLR_Biomass,Heat_Low_Residential,"22,24"
BE,HLR_Hardcoal,Heat_Low_Residential,"6,291"
BE,HLR_Oil_Boiler,Heat_Low_Residential,"121,225"
BE,HLI_Biomass,Heat_Low_Industrial,"2,003"
BE,HLI_Hardcoal,Heat_Low_Industrial,"0,231"
BE,HLI_Direct_Electric,Heat_Low_Industrial,"0,121"
BE,HLI_Oil_Boiler,Heat_Low_Industrial,"0,359"
BE,*HLI_Gas_Boiler,Heat_Low_Industrial,"4,949"
BE,*HLI_Convert_DH,Heat_Low_Industrial,"13,591"
BE,HMI_Biomass,Heat_Medium_Industrial,"14,66"
BE,HMI_HardCoal,Heat_Medium_Industrial,"3,764"
BE,HMI_Steam_Electric,Heat_Medium_Industrial,"1,644"
BE,HMI_Oil,Heat_Medium_Industrial,"9,533"
BE,*HHI_BF_BOF,Heat_High_Industrial,"35,707"
BE,HHI_Bio_BF_BOF,Heat_High_Industrial,"3,105"
BE,HHI_Scrap_EAF,Heat_High_Industrial,"5,501"
BE,HHI_DRI_EAF,Heat_High_Industrial,"58,685"
BE,P_Gas_CCGT,Power,"24,01800000000001"
BE,P_Gas_OCGT,Power,"35,109"
BE,P_Biomass,Power,"11,615"
BE,P_Oil,Power,"0,321"
BE,P_Nuclear,Power,"102,949"
BE,HLR_Heatpump_Aerial,Heat_Low_Residential,"1,074"
BE,HLR_Heatpump_Ground,Heat_Low_Residential,"0,057"
BE,HLR_Direct_Electric,Heat_Low_Residential,"10,483"
BE,CHP_Coal_Hardcoal,Power,"0,573"
BE,CHP_Oil,Power,"0,397"
BE,CHP_Gas_CCGT_Natural,Power,"27,237"
BE,CHP_Biomass_Solid,Power,"7,651"
BE,CHP_Coal_Hardcoal,Heat_District,"1,252"
BE,CHP_Oil,Heat_District,"0,868"
BE,CHP_Gas_CCGT_Natural,Heat_District,"59,556"
BE,CHP_Biomass_Solid,Heat_District,"16,729"
BE,P_Coal_Hardcoal,Power,"7,869"
BE,RES_Wind_Offshore_Transitional,Power,"17,0"
BE,RES_Wind_Onshore_Avg,Power,"10,0"
BG,HLR_Biomass,Heat_Low_Residential,"33,666"
BG,HLR_Hardcoal,Heat_Low_Residential,"11,86"
BG,HLR_Oil_Boiler,Heat_Low_Residential,"2,097"
BG,HLI_Biomass,Heat_Low_Industrial,"0,606"
BG,HLI_Hardcoal,Heat_Low_Industrial,"0,295"
BG,HLI_Direct_Electric,Heat_Low_Industrial,"0,003"
BG,HLI_Oil_Boiler,Heat_Low_Industrial,"0,24"
BG,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,738"
BG,*HLI_Convert_DH,Heat_Low_Industrial,"13,883"
BG,HMI_Biomass,Heat_Medium_Industrial,"5,678"
BG,HMI_HardCoal,Heat_Medium_Industrial,"1,591"
BG,HMI_Steam_Electric,Heat_Medium_Industrial,"0,276"
BG,HMI_Oil,Heat_Medium_Industrial,"1,851"
BG,*HHI_BF_BOF,Heat_High_Industrial,"3,596"
BG,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,227"
BG,HHI_Scrap_EAF,Heat_High_Industrial,"1,27"
BG,HHI_DRI_EAF,Heat_High_Industrial,"11,746"
BG,P_Biomass,Power,"3,426"
BG,P_Coal_Hardcoal,Power,"0,223"
BG,P_Oil,Power,"0,973"
BG,P_Nuclear,Power,"58,05"
BG,P_Coal_Lignite,Power,"63,241"
BG,HLR_Heatpump_Aerial,Heat_Low_Residential,"4,775"
BG,HLR_Heatpump_Ground,Heat_Low_Residential,"0,251"
BG,HLR_Direct_Electric,Heat_Low_Residential,"9,939"
BG,CHP_Coal_Hardcoal,Power,"3,655"
BG,CHP_Oil,Power,"0,138"
BG,CHP_Gas_CCGT_Natural,Power,"5,044"
BG,CHP_Biomass_Solid,Power,"2,437"
BG,CHP_Coal_Hardcoal,Heat_District,"11,187"
BG,CHP_Oil,Heat_District,"0,424"
BG,CHP_Gas_CCGT_Natural,Heat_District,"15,436"
BG,CHP_Biomass_Solid,Heat_District,"7,459"
CH,HLR_Biomass,Heat_Low_Residential,"16,787"
CH,HLR_Hardcoal,Heat_Low_Residential,"0,356"
CH,HLR_Oil_Boiler,Heat_Low_Residential,"119,826"
CH,HLI_Biomass,Heat_Low_Industrial,"0,275"
CH,HLI_Hardcoal,Heat_Low_Industrial,"0,089"
CH,HLI_Direct_Electric,Heat_Low_Industrial,"0,076"
CH,HLI_Oil_Boiler,Heat_Low_Industrial,"0,86"
CH,*HLI_Gas_Boiler,Heat_Low_Industrial,"4,119"
CH,*HLI_Convert_DH,Heat_Low_Industrial,"2,012"
CH,HMI_Biomass,Heat_Medium_Industrial,"2,715"
CH,HMI_HardCoal,Heat_Medium_Industrial,"0,82"
CH,HMI_Steam_Electric,Heat_Medium_Industrial,"0,625"
CH,HMI_Oil,Heat_Medium_Industrial,"6,243"
CH,*HHI_BF_BOF,Heat_High_Industrial,"3,052"
CH,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,508"
CH,HHI_Scrap_EAF,Heat_High_Industrial,"2,473"
CH,HHI_DRI_EAF,Heat_High_Industrial,"11,82"
CH,CHP_Gas_CCGT_Natural,Power,"5,251"
CH,P_Gas_CCGT,Power,"0,01"
CH,P_Nuclear,Power,"91,847"
CH,HLR_Heatpump_Aerial,Heat_Low_Residential,"10,007"
CH,HLR_Heatpump_Ground,Heat_Low_Residential,"0,527"
CH,HLR_Direct_Electric,Heat_Low_Residential,"16,088"
CH,P_Oil,Power,"0,086"
CZ,HLR_Biomass,Heat_Low_Residential,"49,501"
CZ,HLR_Hardcoal,Heat_Low_Residential,"30,227"
CZ,HLR_Oil_Boiler,Heat_Low_Residential,"2,482"
CZ,HLI_Biomass,Heat_Low_Industrial,"0,75"
CZ,HLI_Hardcoal,Heat_Low_Industrial,"1,305"
CZ,HLI_Direct_Electric,Heat_Low_Industrial,"0,048"
CZ,HLI_Oil_Boiler,Heat_Low_Industrial,"0,167"
CZ,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,971"
CZ,*HLI_Convert_DH,Heat_Low_Industrial,"13,749"
CZ,HMI_Biomass,Heat_Medium_Industrial,"12,375"
CZ,HMI_HardCoal,Heat_Medium_Industrial,"6,158"
CZ,HMI_Steam_Electric,Heat_Medium_Industrial,"0,372"
CZ,HMI_Oil,Heat_Medium_Industrial,"4,018"
CZ,*HHI_BF_BOF,Heat_High_Industrial,"43,179"
CZ,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,214"
CZ,HHI_Scrap_EAF,Heat_High_Industrial,"0,806"
CZ,HHI_DRI_EAF,Heat_High_Industrial,"22,257"
CZ,P_Gas_CCGT,Power,"7,237000000000001"
CZ,P_Gas_Engines,Power,"0,831"
CZ,P_Gas_OCGT,Power,"0,914"
CZ,P_Biomass,Power,"13,646"
CZ,P_Coal_Hardcoal,Power,"10,483"
CZ,P_Nuclear,Power,"102,047"
CZ,P_Coal_Lignite,Power,"116,598"
CZ,HLR_Heatpump_Aerial,Heat_Low_Residential,"3,404"
CZ,HLR_Heatpump_Ground,Heat_Low_Residential,"0,179"
CZ,HLR_Direct_Electric,Heat_Low_Residential,"12,458"
CZ,CHP_Coal_Hardcoal,Power,"3,844"
CZ,CHP_Coal_Lignite,Power,"18,016"
CZ,CHP_Oil,Power,"0,307"
CZ,CHP_Gas_CCGT_Natural,Power,"4,518"
CZ,CHP_Biomass_Solid,Power,"8,538"
CZ,CHP_Coal_Hardcoal,Heat_District,"10,876"
CZ,CHP_Coal_Lignite,Heat_District,"50,974"
CZ,CHP_Oil,Heat_District,"0,87"
CZ,CHP_Gas_CCGT_Natural,Heat_District,"12,783"
CZ,CHP_Biomass_Solid,Heat_District,"24,157"
DE,HLR_Biomass,Heat_Low_Residential,"251,332"
DE,HLR_Hardcoal,Heat_Low_Residential,"45,728"
DE,HLR_Oil_Boiler,Heat_Low_Residential,"681,617"
DE,HLI_Biomass,Heat_Low_Industrial,"5,19"
DE,HLI_Hardcoal,Heat_Low_Industrial,"5,076"
DE,HLI_Direct_Electric,Heat_Low_Industrial,"1,06"
DE,HLI_Oil_Boiler,Heat_Low_Industrial,"3,797"
DE,*HLI_Gas_Boiler,Heat_Low_Industrial,"19,724"
DE,*HLI_Convert_DH,Heat_Low_Industrial,"134,637"
DE,HMI_Biomass,Heat_Medium_Industrial,"46,579"
DE,HMI_HardCoal,Heat_Medium_Industrial,"35,555"
DE,HMI_Steam_Electric,Heat_Medium_Industrial,"10,751"
DE,HMI_Oil,Heat_Medium_Industrial,"69,756"
DE,*HHI_BF_BOF,Heat_High_Industrial,"235,967"
DE,HHI_Bio_BF_BOF,Heat_High_Industrial,"4,401"
DE,HHI_Scrap_EAF,Heat_High_Industrial,"28,601"
DE,HHI_DRI_EAF,Heat_High_Industrial,"272,768"
DE,P_Gas_CCGT,Power,"106,984"
DE,P_Gas_Engines,Power,"10,267"
DE,P_Gas_OCGT,Power,"30,237"
DE,P_Biomass,Power,"145,486"
DE,P_Coal_Hardcoal,Power,"233,776"
DE,P_Oil,Power,"8,178"
DE,P_Nuclear,Power,"259,217"
DE,P_Coal_Lignite,Power,"513,119"
DE,HLR_Heatpump_Aerial,Heat_Low_Residential,"32,082"
DE,HLR_Heatpump_Ground,Heat_Low_Residential,"1,689"
DE,HLR_Direct_Electric,Heat_Low_Residential,"46,072"
DE,CHP_Coal_Hardcoal,Power,"63,923"
DE,CHP_Coal_Lignite,Power,"13,051"
DE,CHP_Oil,Power,"6,514"
DE,CHP_Gas_CCGT_Natural,Power,"152,842"
DE,CHP_Biomass_Solid,Power,"45,608"
DE,CHP_Coal_Hardcoal,Heat_District,"135,708"
DE,CHP_Coal_Lignite,Heat_District,"27,707"
DE,CHP_Oil,Heat_District,"13,83"
DE,CHP_Gas_CCGT_Natural,Heat_District,"204,482"
DE,CHP_Biomass_Solid,Heat_District,"96,825"
DK,HLR_Biomass,Heat_Low_Residential,"38,037"
DK,HLR_Hardcoal,Heat_Low_Residential,"0,517"
DK,HLR_Oil_Boiler,Heat_Low_Residential,"17,887"
DK,HLI_Biomass,Heat_Low_Industrial,"0,58"
DK,HLI_Hardcoal,Heat_Low_Industrial,"0,561"
DK,HLI_Direct_Electric,Heat_Low_Industrial,"0,092"
DK,HLI_Oil_Boiler,Heat_Low_Industrial,"1,51"
DK,*HLI_Gas_Boiler,Heat_Low_Industrial,"3,453"
DK,*HLI_Convert_DH,Heat_Low_Industrial,"2,653"
DK,HMI_Biomass,Heat_Medium_Industrial,"4,831"
DK,HMI_HardCoal,Heat_Medium_Industrial,"0,811"
DK,HMI_Steam_Electric,Heat_Medium_Industrial,"0,441"
DK,HMI_Oil,Heat_Medium_Industrial,"6,167"
DK,*HHI_BF_BOF,Heat_High_Industrial,"1,113"
DK,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,089"
DK,HHI_Scrap_EAF,Heat_High_Industrial,"0,039"
DK,HHI_DRI_EAF,Heat_High_Industrial,"5,331"
DK,P_Gas_OCGT,Power,"0,288"
DK,P_Oil,Power,"0,678"
DK,HLR_Heatpump_Aerial,Heat_Low_Residential,"5,546"
DK,HLR_Heatpump_Ground,Heat_Low_Residential,"0,292"
DK,HLR_Direct_Electric,Heat_Low_Residential,"6,404"
DK,CHP_Coal_Hardcoal,Power,"8,503"
DK,CHP_Oil,Power,"0,901"
DK,CHP_Gas_CCGT_Natural,Power,"5,708"
DK,CHP_Biomass_Solid,Power,"21,796"
DK,CHP_Coal_Hardcoal,Heat_District,"19,698"
DK,CHP_Oil,Heat_District,"2,086"
DK,CHP_Gas_CCGT_Natural,Heat_District,"13,223"
DK,CHP_Biomass_Solid,Heat_District,"50,49"
DK,P_Coal_Hardcoal,Power,"13,0"
EE,HLR_Biomass,Heat_Low_Residential,"18,417"
EE,HLR_Hardcoal,Heat_Low_Residential,"0,681"
EE,HLR_Oil_Boiler,Heat_Low_Residential,"3,131"
EE,HLI_Biomass,Heat_Low_Industrial,"0,174"
EE,HLI_Hardcoal,Heat_Low_Industrial,"0,0"
EE,HLI_Direct_Electric,Heat_Low_Industrial,"0,007"
EE,HLI_Oil_Boiler,Heat_Low_Industrial,"0,232"
EE,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,0"
EE,*HLI_Convert_DH,Heat_Low_Industrial,"0,585"
EE,HMI_Biomass,Heat_Medium_Industrial,"1,921"
EE,HMI_HardCoal,Heat_Medium_Industrial,"0,271"
EE,HMI_Steam_Electric,Heat_Medium_Industrial,"0,037"
EE,HMI_Oil,Heat_Medium_Industrial,"2,263"
EE,*HHI_BF_BOF,Heat_High_Industrial,"0,593"
EE,HHI_Bio_BF_BOF,Heat_High_Industrial,"0,005"
EE,HHI_Scrap_EAF,Heat_High_Industrial,"0,004"
EE,HHI_DRI_EAF,Heat_High_Industrial,"0,668"
EE,P_Gas_OCGT,Power,"0,207"
EE,*P_Oil,Power,"0,218"
EE,HLR_Heatpump_Aerial,Heat_Low_Residential,"1,601"
EE,HLR_Heatpump_Ground,Heat_Low_Residential,"0,084"
EE,HLR_Direct_Electric,Heat_Low_Residential,"1,329"
EE,CHP_Coal_Hardcoal,Power,"0,851"
EE,CHP_Oil,Power,"0,528"
EE,CHP_Gas_CCGT_Natural,Power,"0,002"
EE,CHP_Biomass_Solid,Power,"2,548"
EE,CHP_Coal_Hardcoal,Heat_District,"0,75"
EE,CHP_Oil,Heat_District,"0,465"
EE,CHP_Gas_CCGT_Natural,Heat_District,"0,002"
EE,CHP_Biomass_Solid,Heat_District,"2,248"
EE,CHP_Gas_CCGT_Natural,Heat_District,"0,0"
EE,P_Coal_Hardcoal,Power,"35,646"
FI,HLR_Biomass,Heat_Low_Residential,"57,171"
FI,HLR_Hardcoal,Heat_Low_Residential,"3,586"
FI,HLR_Oil_Boiler,Heat_Low_Residential,"47,33"
FI,HLI_Biomass,Heat_Low_Industrial,"2,554"
FI,HLI_Hardcoal,Heat_Low_Industrial,"0,581"
FI,HLI_Direct_Electric,Heat_Low_Industrial,"0,0"
FI,HLI_Oil_Boiler,Heat_Low_Industrial,"0,661"
FI,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,0"
FI,*HLI_Convert_DH,Heat_Low_Industrial,"24,652"
FI,HMI_Biomass,Heat_Medium_Industrial,"105,535"
FI,HMI_HardCoal,Heat_Medium_Industrial,"7,235"
FI,HMI_Steam_Electric,Heat_Medium_Industrial,"0,422"
FI,HMI_Oil,Heat_Medium_Industrial,"16,744"
FI,*HHI_BF_BOF,Heat_High_Industrial,"13,104"
FI,HHI_Bio_BF_BOF,Heat_High_Industrial,"2,032"
FI,HHI_Scrap_EAF,Heat_High_Industrial,"2,009"
FI,HHI_DRI_EAF,Heat_High_Industrial,"0,588"
FI,P_Gas_CCGT,Power,"0,279"
FI,P_Gas_OCGT,Power,"7,085"
FI,P_Biomass,Power,"8,598"
FI,P_Coal_Hardcoal,Power,"17,397"
FI,P_Oil,Power,"0,403"
FI,P_Nuclear,Power,"77,736"
FI,HLR_Heatpump_Aerial,Heat_Low_Residential,"15,029"
FI,HLR_Heatpump_Ground,Heat_Low_Residential,"0,791"
FI,HLR_Direct_Electric,Heat_Low_Residential,"63,981"
FI,CHP_Coal_Hardcoal,Power,"18,851"
FI,CHP_Oil,Power,"0,428"
FI,CHP_Gas_CCGT_Natural,Power,"8,014"
FI,CHP_Biomass_Solid,Power,"51,691"
FI,CHP_Coal_Hardcoal,Heat_District,"56,388"
FI,CHP_Oil,Heat_District,"1,28"
FI,CHP_Gas_CCGT_Natural,Heat_District,"23,971"
FI,CHP_Biomass_Solid,Heat_District,"154,62"
FR,HLR_Biomass,Heat_Low_Residential,"252,297"
FR,HLR_Hardcoal,Heat_Low_Residential,"11,715"
FR,HLR_Oil_Boiler,Heat_Low_Residential,"284,732"
FR,HLI_Biomass,Heat_Low_Industrial,"3,947"
FR,HLI_Hardcoal,Heat_Low_Industrial,"3,243"
FR,HLI_Direct_Electric,Heat_Low_Industrial,"0,245"
FR,HLI_Oil_Boiler,Heat_Low_Industrial,"4,799"
FR,*HLI_Gas_Boiler,Heat_Low_Industrial,"13,217"
FR,*HLI_Convert_DH,Heat_Low_Industrial,"3,135"
FR,HMI_Biomass,Heat_Medium_Industrial,"25,928"
FR,HMI_HardCoal,Heat_Medium_Industrial,"11,782"
FR,HMI_Steam_Electric,Heat_Medium_Industrial,"4,86"
FR,HMI_Oil,Heat_Medium_Industrial,"34,854"
FR,*HHI_BF_BOF,Heat_High_Industrial,"98,392"
FR,HHI_Bio_BF_BOF,Heat_High_Industrial,"6,043"
FR,HHI_Scrap_EAF,Heat_High_Industrial,"11,667"
FR,HHI_DRI_EAF,Heat_High_Industrial,"93,681"
FR,P_Gas_CCGT,Power,"77,0"
FR,P_Gas_Engines,Power,"0,265"
FR,P_Gas_OCGT,Power,"1,007"
FR,P_Biomass,Power,"29,951"
FR,P_Coal_Hardcoal,Power,"35,413"
FR,P_Oil,Power,"17,821"
FR,P_Nuclear,Power,"1486,591"
FR,HLR_Heatpump_Aerial,Heat_Low_Residential,"70,062"
FR,HLR_Heatpump_Ground,Heat_Low_Residential,"3,687"
FR,HLR_Direct_Electric,Heat_Low_Residential,"167,368"
FR,CHP_Coal_Hardcoal,Power,"2,541"
FR,CHP_Oil,Power,"2,763"
FR,CHP_Gas_CCGT_Natural,Power,"31,888"
FR,CHP_Biomass_Solid,Power,"18,717"
FR,CHP_Coal_Hardcoal,Heat_District,"7,207"
FR,CHP_Oil,Heat_District,"7,836"
FR,CHP_Gas_CCGT_Natural,Heat_District,"90,425"
FR,CHP_Biomass_Solid,Heat_District,"53,077"
GR,HLR_Biomass,Heat_Low_Residential,"36,741"
GR,HLR_Hardcoal,Heat_Low_Residential,"0,862"
GR,HLR_Oil_Boiler,Heat_Low_Residential,"70,959"
GR,HLI_Biomass,Heat_Low_Industrial,"2,898"
GR,HLI_Hardcoal,Heat_Low_Industrial,"0,488"
GR,HLI_Direct_Electric,Heat_Low_Industrial,"0,004"
GR,HLI_Oil_Boiler,Heat_Low_Industrial,"1,257"
GR,*HLI_Gas_Boiler,Heat_Low_Industrial,"0,643"
GR,*HLI_Convert_DH,Heat_Low_Industrial,"0,0"
GR,HMI_Biomass,Heat_Medium_Industrial,"2,547"
