Region,Fuel,Year,ModalType,Value,,Unit,Source,Updated at,Updated by
BG,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CH,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
CZ,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DE,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
DK,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
EE,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
ES,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FI,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
FR,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
GR,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HR,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
HU,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IE,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
IT,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LT,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LU,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
LV,Mobility_Freight,2050,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,Mobility_Freight,2018,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,Mobility_Freight,2020,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,Mobility_Freight,2025,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,Mobility_Freight,2030,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,Mobility_Freight,2035,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,Mobility_Freight,2040,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
NL,Mobility_Freight,2045,MT_PSNG_ROAD,0,,Fraction,EU_Transport - Satistical Pocketbook,06.09.2023,Jonathan Hanto <joh@wip.tu-berlin.de>
