Technology,Subset,Value,,Unit,Source,Updated at,Updated by
CHP_Coal_Lignite_CCS,PhaseInSet,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Coal_Lignite_CCS,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas,CHP,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas,Heat,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas_CCS,CCS,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas_CCS,CHP,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas_CCS,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas_CCS,Heat,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas_CCS,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas_CCS,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Biogas_CCS,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural,CHP,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural,FossilPower,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural_CCS,CCS,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural_CCS,CHP,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural_CCS,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural_CCS,FossilPower,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural_CCS,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural_CCS,PhaseInSet,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_Natural_CCS,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_SynGas,CHP,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_SynGas,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_SynGas,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_SynGas,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_SynGas,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Gas_CCGT_SynGas,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Hydrogen_FuelCell,CHP,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Hydrogen_FuelCell,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Hydrogen_FuelCell,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Hydrogen_FuelCell,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Hydrogen_FuelCell,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Oil,CHP,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Oil,FossilPower,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Oil,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Oil,PhaseOutSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
CHP_Oil,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Battery_Li-Ion,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Battery_Li-Ion,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Battery_Li-Ion,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Battery_Redox,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Battery_Redox,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Battery_Redox,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_CAES,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_CAES,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_CAES,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Gas_H2,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Gas_H2,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Gas_H2,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Gas_Methane,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Gas_Methane,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_Gas_Methane,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HB_Tank_Small,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HB_Tank_Small,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HB_Tank_Small,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HD_Pit,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HD_Pit,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HD_Pit,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HLI_Tank_Large,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HLI_Tank_Large,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_HLI_Tank_Large,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_PHS,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_PHS,StorageDummies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
D_PHS,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Rail_Conv,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Rail_Conv,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Rail_Electric,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Rail_Electric,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_BEV,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_BEV,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_BEV,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_H2,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_H2,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_H2,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_ICE,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_ICE,PhaseOutSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_ICE,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_OH,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_OH,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_OH,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_PHEV,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_PHEV,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Road_PHEV,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Ship_Bio,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Ship_Bio,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Ship_Bio,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Ship_Conv,Freight,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
FRT_Ship_Conv,Transport,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Biomass,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Biomass,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Biomass,Households,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Biomass,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Biomass,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Biomass,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Convert_DH,CHP,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Convert_DH,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Direct_Electric,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Direct_Electric,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Direct_Electric,Households,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Direct_Electric,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Direct_Electric,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Gas_Boiler,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Gas_Boiler,Households,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Gas_Boiler,PhaseOutSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Gas_Boiler,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Geothermal,EmergingTechnologies,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Geothermal,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Geothermal,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Geothermal,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_H2_Boiler,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_H2_Boiler,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_H2_Boiler,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_H2_Boiler,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Hardcoal,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Hardcoal,Households,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Hardcoal,PhaseOutSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Hardcoal,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Aerial,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Aerial,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Aerial,Households,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Aerial,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Aerial,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Ground,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Ground,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Ground,Households,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Ground,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Heatpump_Ground,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Lignite,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Lignite,PhaseOutSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Lignite,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Oil_Boiler,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Oil_Boiler,Households,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Oil_Boiler,PhaseOutSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Oil_Boiler,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Solar_Thermal,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Solar_Thermal,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Solar_Thermal,Households,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Solar_Thermal,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Solar_Thermal,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Solar_Thermal,Solar,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HB_Solar_Thermal,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Electric_Boiler,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Electric_Boiler,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Electric_Boiler,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Electric_Boiler,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Geothermal,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Geothermal,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Geothermal,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Geothermal,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Geothermal,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_Air,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_Air,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_Air,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_Air,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_ExcessHeat,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_ExcessHeat,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_ExcessHeat,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Heatpump_ExcessHeat,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Solar_Thermal,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Solar_Thermal,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Solar_Thermal,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Solar_Thermal,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HD_Solar_Thermal,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF,PhaseOutSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF,Transformation,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF_CCS,CCS,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF_CCS,EmergingTechnologies,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF_CCS,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF_CCS,PhaseInSet,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_BF_BOF_CCS,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_Bio_BF_BOF,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_Bio_BF_BOF,Heat,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_Bio_BF_BOF,PhaseInSet,1,,Binary,not relevant,03.12.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_Bio_BF_BOF,Renewables,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_Bio_BF_BOF,Transformation,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
HHI_DRI_EAF,EmergingTechnologies,1,,Binary,not relevant,08.09.2023,Konstantin Loffler <kl@wip.tu-berlin.de>
