Region,Technology,Year,Value,,Source,Updated at,Updated by
NO,HLI_Direct_Electric,2030,0.014,,,,
NO,HLI_Gas_Boiler,2030,0.6093,,,,
NO,HLI_Oil_Boiler,2030,0.077,,,,
NO,HLR_Biomass,2030,0.2989,,,,
NO,HLR_Gas_Boiler,2030,4.2248,,,,
NO,HLR_Oil_Boiler,2030,0.1369,,,,
NO,HMI_Biomass,2030,0.027,,,,
NO,HMI_Gas,2030,0.6277,,,,
NO,HMI_HardCoal,2030,0.0559,,,,
NO,HMI_Oil,2030,0.0255,,,,
NO,HMI_Steam_Electric,2030,0.0035,,,,
NO,P_Biomass,2030,0.23203125,,,,
NO,P_Coal_Hardcoal,2030,0,,,,
NO,P_Coal_Lignite,2030,0,,,,
NO,P_Gas,2030,1.110658653,,,,
NO,P_Gas_CCGT,2030,0,,,,
NO,P_Gas_OCGT,2030,0,,,,
NO,P_Nuclear,2030,0,,,,
NO,P_Oil,2030,0,,,,
NO,RES_Hydro_Large,2030,24.47518905,,,,
NO,RES_Hydro_Large_Base,2030,23.4,,,,
NO,RES_Hydro_Small,2030,8.473811519,,,,
NO,RES_PV_Utility_Avg,2030,0,,,,
NO,RES_Wind_Offshore_Transitional,2030,0,,,,
NO,RES_Wind_Onshore_Avg,2030,3.613,,,,
NO,X_Gasifier,2030,0.1,,,,
NONEU_Balkan,CHP_Gas_CCGT_Natural,2030,0,,,,
NONEU_Balkan,CHP_Oil,2030,0,,,,
NONEU_Balkan,HHI_BF_BOF,2030,1.0158,,,,
NONEU_Balkan,HHI_DRI_EAF,2030,0.1152,,,,
NONEU_Balkan,HHI_Scrap_EAF,2030,0.0017,,,,
NONEU_Balkan,HLI_Biomass,2030,0.042,,,,
NONEU_Balkan,HLI_Direct_Electric,2030,0.008,,,,
NONEU_Balkan,HLI_Gas_Boiler,2030,0.7138,,,,
NONEU_Balkan,HLI_Hardcoal,2030,0.006,,,,
NONEU_Balkan,HLI_Lignite,2030,0.0232,,,,
NONEU_Balkan,HLI_Oil_Boiler,2030,0.0833,,,,
NONEU_Balkan,HLR_Biomass,2030,1.6534,,,,
NONEU_Balkan,HLR_Gas_Boiler,2030,2.6055,,,,
NONEU_Balkan,HLR_Hardcoal,2030,0.3251,,,,
NONEU_Balkan,HLR_Oil_Boiler,2030,0.3545,,,,
NONEU_Balkan,HMI_Biomass,2030,0.0707,,,,
NONEU_Balkan,HMI_Gas,2030,2.1662,,,,
NONEU_Balkan,HMI_HardCoal,2030,0.0938,,,,
NONEU_Balkan,HMI_Oil,2030,0.2736,,,,
NONEU_Balkan,HMI_Steam_Electric,2030,0.0058,,,,
NONEU_Balkan,P_Biomass,2030,0.016,,,,
NONEU_Balkan,P_Coal_Hardcoal,2030,0,,,,
NONEU_Balkan,P_Coal_Lignite,2030,8.404,,,,
NONEU_Balkan,P_Gas,2030,0.54,,,,
NONEU_Balkan,P_Nuclear,2030,0,,,,
NONEU_Balkan,P_Oil,2030,0.198,,,,
NONEU_Balkan,RES_Hydro_Large,2030,4.409,,,,
NONEU_Balkan,RES_Hydro_Small,2030,3.624,,,,
NONEU_Balkan,RES_PV_Utility_Avg,2030,0.019,,,,
NONEU_Balkan,RES_Wind_Offshore_Transitional,2030,0,,,,
NONEU_Balkan,RES_Wind_Onshore_Avg,2030,2.813,,,,
PL,CHP_Biomass_Solid,2030,1.300965,,,,
PL,CHP_Coal_Hardcoal,2030,1.225595396,,,,
PL,CHP_Gas_CCGT_Natural,2030,1.242245938,,,,
PL,CHP_Oil,2030,0,,,,
PL,D_PHS,2030,1.413,,,,
PL,HHI_BF_BOF,2030,3.2972,,,,
PL,HHI_DRI_EAF,2030,0.5269,,,,
PL,HHI_Scrap_EAF,2030,0.3261,,,,
PL,HLI_Biomass,2030,0.4703,,,,
PL,HLI_Direct_Electric,2030,0.0133,,,,
PL,HLI_Gas_Boiler,2030,3.7265,,,,
PL,HLI_Hardcoal,2030,0.3075,,,,
PL,HLI_Lignite,2030,0.0017,,,,
PL,HLI_Oil_Boiler,2030,0.0735,,,,
PL,HLR_Biomass,2030,1.5979,,,,
PL,HLR_Direct_Electric,2030,0.6235,,,,
PL,HLR_Gas_Boiler,2030,28.8476,,,,
PL,HLR_Hardcoal,2030,3.8883,,,,
PL,HLR_Oil_Boiler,2030,0.5685,,,,
PL,HMI_Biomass,2030,0.1763,,,,
PL,HMI_Gas,2030,13.3158,,,,
PL,HMI_HardCoal,2030,3.0381,,,,
PL,HMI_Oil,2030,0.2043,,,,
PL,HMI_Steam_Electric,2030,0.0302,,,,
PL,P_Biomass,2030,0.438758994,,,,
PL,P_Coal_Hardcoal,2030,4.596434864,,,,
PL,P_Coal_Lignite,2030,1.866419006,,,,
PL,P_Gas,2030,1.568010346,,,,
PL,P_Gas_CCGT,2030,0.573892393,,,,
PL,P_Gas_OCGT,2030,0.090577917,,,,
PL,P_Nuclear,2030,0,,,,
PL,P_Oil,2030,0,,,,
PL,RES_Hydro_Large,2030,2.391,,,,
PL,RES_Hydro_Small,2030,0.959,,,,
PL,RES_PV_Utility_Avg,2030,0.496,,,,
PL,RES_Wind_Offshore_Transitional,2030,0,,,,
PL,RES_Wind_Onshore_Avg,2030,4.358948394,,,,
PL,X_Gasifier,2030,5,,,,
PT,CHP_Biomass_Solid,2030,0.431396451,,,,
PT,CHP_Gas_CCGT_Natural,2030,0.579934681,,,,
PT,CHP_Oil,2030,0,,,,
PT,D_PHS,2030,0,,,,
PT,HHI_BF_BOF,2030,0.1799,,,,
PT,HHI_DRI_EAF,2030,0.08,,,,
PT,HHI_Scrap_EAF,2030,0.0997,,,,
PT,HLI_Biomass,2030,1.2292,,,,
PT,HLI_Direct_Electric,2030,0.6378,,,,
PT,HLI_Gas_Boiler,2030,5.022,,,,
PT,HLI_Oil_Boiler,2030,1.0844,,,,
PT,HLR_Biomass,2030,0.4348,,,,
PT,HLR_Direct_Electric,2030,0.6919,,,,
PT,HLR_Gas_Boiler,2030,4.0779,,,,
PT,HLR_Oil_Boiler,2030,0.3384,,,,
PT,HMI_Biomass,2030,0.041,,,,
PT,HMI_Gas,2030,5.7423,,,,
PT,HMI_HardCoal,2030,0.0269,,,,
PT,HMI_Oil,2030,0.1466,,,,
PT,HMI_Steam_Electric,2030,0.0223,,,,
PT,P_Biomass,2030,0.3065,,,,
PT,P_Coal_Hardcoal,2030,1.756,,,,
PT,P_Coal_Lignite,2030,0,,,,
PT,P_Gas,2030,3.816912617,,,,
PT,P_Gas_CCGT,2030,2.88572812,,,,
PT,P_Gas_OCGT,2030,0,,,,
PT,P_Nuclear,2030,0,,,,
PT,P_Oil,2030,0,,,,
PT,RES_Hydro_Large,2030,0,,,,
PT,RES_Hydro_Small,2030,4.373,,,,
PT,RES_PV_Utility_Avg,2030,0.66,,,,
PT,RES_Wind_Offshore_Transitional,2030,0,,,,
PT,RES_Wind_Onshore_Avg,2030,3.555411016,,,,
PT,X_Gasifier,2030,7.9,,,,
RO,CHP_Biomass_Solid,2030,0.0690179,,,,
RO,CHP_Coal_Hardcoal,2030,0.118505729,,,,
RO,CHP_Coal_Lignite,2030,0,,,,
RO,CHP_Gas_CCGT_Natural,2030,0.228454662,,,,
RO,CHP_Oil,2030,0,,,,
RO,D_PHS,2030,0,,,,
RO,HHI_BF_BOF,2030,1.9194,,,,
RO,HHI_DRI_EAF,2030,0.4324,,,,
RO,HHI_Scrap_EAF,2030,0.1332,,,,
RO,HLI_Biomass,2030,0.0362,,,,
RO,HLI_Direct_Electric,2030,0.0114,,,,
RO,HLI_Gas_Boiler,2030,0.8157,,,,
RO,HLI_Hardcoal,2030,0.0017,,,,
RO,HLI_Lignite,2030,0,,,,
RO,HLI_Oil_Boiler,2030,0.065,,,,
RO,HLR_Biomass,2030,1.6767,,,,
RO,HLR_Direct_Electric,2030,0.1049,,,,
RO,HLR_Gas_Boiler,2030,9.0266,,,,
RO,HLR_Hardcoal,2030,0.0458,,,,
RO,HLR_Oil_Boiler,2030,0.1764,,,,
RO,HMI_Biomass,2030,0.1226,,,,
RO,HMI_Gas,2030,8.5259,,,,
RO,HMI_HardCoal,2030,0.2735,,,,
RO,HMI_Oil,2030,0.1763,,,,
RO,HMI_Steam_Electric,2030,0.0096,,,,
RO,P_Biomass,2030,0.15,,,,
RO,P_Coal_Hardcoal,2030,0.157502905,,,,
RO,P_Coal_Lignite,2030,0.154879537,,,,
RO,P_Gas,2030,1.400777386,,,,
RO,P_Gas_CCGT,2030,0.832,,,,
RO,P_Gas_Engines,2030,0,,,,
RO,P_Gas_OCGT,2030,0,,,,
RO,P_Nuclear,2030,1.3,,,,
RO,P_Oil,2030,0,,,,
RO,RES_Hydro_Large,2030,0,,,,
RO,RES_Hydro_Small,2030,6.3924025,,,,
RO,RES_PV_Utility_Avg,2030,2,,,,
RO,RES_Wind_Offshore_Transitional,2030,0.1896,,,,
RO,RES_Wind_Onshore_Avg,2030,3.299104279,,,,
RS,D_PHS,2030,0.6,,,,
RS,P_Biomass,2030,0,,,,
RS,P_Coal_Hardcoal,2030,0,,,,
RS,P_Coal_Lignite,2030,0.412840521,,,,
RS,P_Gas,2030,0.000263534,,,,
RS,P_Nuclear,2030,0,,,,
RS,P_Oil,2030,0,,,,
RS,RES_PV_Utility_Avg,2030,0,,,,
RS,RES_Wind_Offshore_Transitional,2030,0,,,,
RS,RES_Wind_Onshore_Avg,2030,0.7674,,,,
SE,CHP_Biomass_Solid,2030,0,,,,
SE,CHP_Coal_Hardcoal,2030,0,,,,
SE,CHP_Gas_CCGT_Natural,2030,0,,,,
SE,CHP_Oil,2030,0,,,,
SE,D_PHS,2030,0.43,,,,
SE,HHI_BF_BOF,2030,2.2386,,,,
SE,HHI_DRI_EAF,2030,0.0623,,,,
SE,HHI_Scrap_EAF,2030,0.1271,,,,
SE,HLI_Biomass,2030,2.0111,,,,
SE,HLI_Direct_Electric,2030,0.0519,,,,
SE,HLI_Gas_Boiler,2030,5.8322,,,,
SE,HLI_Hardcoal,2030,0.0034,,,,
SE,HLI_Oil_Boiler,2030,0.1485,,,,
SE,HLR_Biomass,2030,0.566,,,,
SE,HLR_Direct_Electric,2030,0.7201,,,,
SE,HLR_Gas_Boiler,2030,11.759,,,,
SE,HLR_Oil_Boiler,2030,0.142,,,,
SE,HMI_Biomass,2030,0.0837,,,,
SE,HMI_Gas,2030,6.6652,,,,
SE,HMI_Oil,2030,0.4878,,,,
SE,HMI_Steam_Electric,2030,0.0147,,,,
SE,P_Biomass,2030,1.94655228,,,,
SE,P_Coal_Hardcoal,2030,0.075727804,,,,
SE,P_Coal_Lignite,2030,0,,,,
SE,P_Gas,2030,0.733437909,,,,
SE,P_Gas_CCGT,2030,1.151965305,,,,
SE,P_Gas_OCGT,2030,1.147320283,,,,
SE,P_Nuclear,2030,5.958502024,,,,
SE,P_Oil,2030,0.668104439,,,,
SE,RES_Hydro_Large,2030,4.98,,,,
SE,RES_Hydro_Large_Base,2030,4.55,,,,
SE,RES_Hydro_Small,2030,11.22,,,,
SE,RES_PV_Utility_Avg,2030,0.472,,,,
SE,RES_Wind_Offshore_Transitional,2030,0.184561608,,,,
SE,RES_Wind_Onshore_Avg,2030,6.11605729,,,,
SE,X_Gasifier,2030,1.1,,,,
SI,CHP_Biomass_Solid,2030,0.058058471,,,,
SI,CHP_Coal_Hardcoal,2030,0,,,,
SI,CHP_Gas_CCGT_Natural,2030,0.096041413,,,,
SI,CHP_Oil,2030,0,,,,
SI,D_PHS,2030,0.18,,,,
SI,HHI_BF_BOF,2030,0.3077,,,,
SI,HHI_DRI_EAF,2030,0.0519,,,,
SI,HHI_Scrap_EAF,2030,0.0504,,,,
SI,HLI_Biomass,2030,0.0132,,,,
SI,HLI_Direct_Electric,2030,0.0018,,,,
SI,HLI_Gas_Boiler,2030,0.2843,,,,
SI,HLI_Hardcoal,2030,0.0043,,,,
SI,HLI_Lignite,2030,0.0015,,,,
SI,HLI_Oil_Boiler,2030,0.0123,,,,
SI,HLR_Biomass,2030,0.2636,,,,
SI,HLR_Direct_Electric,2030,0.0761,,,,
SI,HLR_Gas_Boiler,2030,1.6693,,,,
SI,HLR_Oil_Boiler,2030,0.129,,,,
SI,HMI_Biomass,2030,0.0579,,,,
SI,HMI_Gas,2030,0.8683,,,,
SI,HMI_Oil,2030,0.017,,,,
SI,HMI_Steam_Electric,2030,0.0014,,,,
SI,P_Biomass,2030,0.056276483,,,,
SI,P_Coal_Hardcoal,2030,0.045564516,,,,
SI,P_Coal_Lignite,2030,0,,,,
SI,P_Gas,2030,0.080545131,,,,
SI,P_Gas_CCGT,2030,0,,,,
SI,P_Gas_OCGT,2030,0.35,,,,
SI,P_Nuclear,2030,0.696,,,,
SI,P_Oil,2030,0,,,,
SI,RES_Hydro_Large,2030,0.18,,,,
SI,RES_Hydro_Small,2030,1.073,,,,
SI,RES_PV_Utility_Avg,2030,0.104252208,,,,
SI,RES_Wind_Offshore_Transitional,2030,0.0018,,,,
SI,RES_Wind_Onshore_Avg,2030,0,,,,
SI,X_Gasifier,2030,0,,,,
SK,CHP_Biomass_Solid,2030,0.412094837,,,,
SK,CHP_Coal_Hardcoal,2030,0.329856556,,,,
SK,CHP_Gas_CCGT_Natural,2030,0.396568807,,,,
SK,CHP_Oil,2030,0,,,,
SK,D_PHS,2030,0.96716,,,,
SK,HHI_BF_BOF,2030,3.0141,,,,
SK,HHI_DRI_EAF,2030,0.1139,,,,
SK,HHI_Scrap_EAF,2030,0.0684,,,,
SK,HLI_Biomass,2030,0.1362,,,,
SK,HLI_Direct_Electric,2030,0.0214,,,,
SK,HLI_Gas_Boiler,2030,0.734,,,,
SK,HLI_Hardcoal,2030,0,,,,
SK,HLI_Lignite,2030,0.0035,,,,
SK,HLI_Oil_Boiler,2030,0.0042,,,,
SK,HLR_Biomass,2030,0.031,,,,
SK,HLR_Direct_Electric,2030,0.0729,,,,
SK,HLR_Gas_Boiler,2030,5.5881,,,,
SK,HLR_Hardcoal,2030,0.072,,,,
SK,HLR_Oil_Boiler,2030,0.0104,,,,
SK,HMI_Biomass,2030,0.1008,,,,
SK,HMI_Gas,2030,3.2641,,,,
SK,HMI_HardCoal,2030,0.0099,,,,
SK,HMI_Oil,2030,0.0017,,,,
SK,HMI_Steam_Electric,2030,0.0018,,,,
SK,P_Biomass,2030,0.191840919,,,,
SK,P_Coal_Hardcoal,2030,0.038620355,,,,
SK,P_Coal_Lignite,2030,0.124875,,,,
SK,P_Gas,2030,0.877522261,,,,
SK,P_Gas_CCGT,2030,0.788,,,,
SK,P_Gas_OCGT,2030,0.068,,,,
SK,P_Nuclear,2030,1.8239,,,,
SK,P_Oil,2030,0.112983195,,,,
SK,RES_Hydro_Large,2030,0.96716,,,,
SK,RES_Hydro_Small,2030,1.56805,,,,
SK,RES_PV_Utility_Avg,2030,0.516175102,,,,
SK,RES_Wind_Offshore_Transitional,2030,0,,,,
SK,RES_Wind_Onshore_Avg,2030,0,,,,
TR,CHP_Coal_Hardcoal,2030,0.5529,,,,
TR,CHP_Gas_CCGT_Natural,2030,5.43993,,,,
TR,CHP_Oil,2030,0,,,,
TR,HHI_BF_BOF,2030,9.0138,,,,
TR,HHI_DRI_EAF,2030,0.5606,,,,
TR,HHI_Scrap_EAF,2030,0.1407,,,,
TR,HLI_Direct_Electric,2030,0.0164,,,,
TR,HLI_Gas_Boiler,2030,6.8453,,,,
TR,HLI_Hardcoal,2030,0.1571,,,,
TR,HLI_Lignite,2030,0.3774,,,,
TR,HLI_Oil_Boiler,2030,0.1172,,,,
TR,HLR_Biomass,2030,1.5899,,,,
TR,HLR_Gas_Boiler,2030,30.5916,,,,
TR,HLR_Hardcoal,2030,3.2552,,,,
TR,HLR_Oil_Boiler,2030,0.5459,,,,
TR,HMI_Gas,2030,20.38,,,,
TR,HMI_HardCoal,2030,1.6433,,,,
TR,HMI_Oil,2030,0.3533,,,,
TR,HMI_Steam_Electric,2030,0.0141,,,,
TR,P_Biomass,2030,4.7,,,,
TR,P_Coal_Hardcoal,2030,3.924784409,,,,
TR,P_Coal_Lignite,2030,2.887734375,,,,
TR,P_Gas,2030,8.923076923,,,,
TR,P_Gas_CCGT,2030,23.358663,,,,
TR,P_Gas_OCGT,2030,0.343388,,,,
TR,P_Oil,2030,0.073208773,,,,
TR,RES_Geothermal,2030,0.6,,,,
TR,RES_Hydro_Large,2030,19.1,,,,
TR,RES_Hydro_Small,2030,6.8,,,,
TR,RES_PV_Utility_Avg,2030,0.2,,,,
TR,RES_Wind_Onshore_Avg,2030,4.5,,,,
UK,CHP_Biomass_Solid,2030,0.519454901,,,,
UK,CHP_Coal_Hardcoal,2030,0.038481304,,,,
UK,CHP_Gas_CCGT_Natural,2030,3.404104486,,,,
UK,CHP_Oil,2030,0,,,,
UK,D_PHS,2030,2.744,,,,
UK,HHI_BF_BOF,2030,4.5875,,,,
UK,HHI_DRI_EAF,2030,0.7661,,,,
UK,HHI_Scrap_EAF,2030,0.1749,,,,
UK,HLI_Biomass,2030,0.1092,,,,
UK,HLI_Direct_Electric,2030,0.0415,,,,
UK,HLI_Gas_Boiler,2030,5.4798,,,,
UK,HLI_Hardcoal,2030,0.0866,,,,
UK,HLI_Oil_Boiler,2030,0.3918,,,,
UK,HLR_Biomass,2030,2.4522,,,,
UK,HLR_Gas_Boiler,2030,41.5107,,,,
UK,HLR_Hardcoal,2030,0.8177,,,,
UK,HLR_Oil_Boiler,2030,4.9027,,,,
UK,HMI_Biomass,2030,0.1793,,,,
UK,HMI_Gas,2030,29.4909,,,,
UK,HMI_HardCoal,2030,0.4709,,,,
UK,HMI_Oil,2030,2.9819,,,,
UK,HMI_Steam_Electric,2030,0.0473,,,,
UK,P_Biomass,2030,4.5925,,,,
UK,P_Coal_Hardcoal,2030,1.861042015,,,,
UK,P_Coal_Lignite,2030,0,,,,
UK,P_Gas,2030,30.09043903,,,,
UK,P_Gas_CCGT,2030,17.95713381,,,,
UK,P_Gas_Engines,2030,0.559674,,,,
UK,P_Gas_OCGT,2030,0.714339775,,,,
UK,P_Nuclear,2030,8.141,,,,
UK,P_Oil,2030,2.818907824,,,,
UK,RES_Hydro_Large,2030,0,,,,
UK,RES_Hydro_Small,2030,1.9,,,,
UK,RES_PV_Utility_Avg,2030,12.962,,,,
UK,RES_Wind_Offshore_Transitional,2030,4.121635018,,,,
UK,RES_Wind_Onshore_Avg,2030,5.773,,,,
UK,X_Gasifier,2030,48.1,,,,
AL,D_PHS,2035,1.66,,,,
AL,P_Biomass,2035,0,,,,
AL,P_Coal_Hardcoal,2035,0,,,,
AL,P_Coal_Lignite,2035,0,,,,
AL,P_Nuclear,2035,0,,,,
AL,P_Oil,2035,0,,,,
AL,RES_PV_Utility_Avg,2035,0,,,,
AL,RES_Wind_Offshore_Transitional,2035,0,,,,
AL,RES_Wind_Onshore_Avg,2035,0,,,,
AT,CHP_Biomass_Solid,2035,0,,,,
AT,CHP_Coal_Hardcoal,2035,0,,,,
AT,CHP_Gas_CCGT_Natural,2035,0.748847867,,,,
AT,CHP_Oil,2035,0,,,,
AT,D_PHS,2035,3.175,,,,
AT,HHI_BF_BOF,2035,1.6067,,,,
AT,HHI_DRI_EAF,2035,0.1704,,,,
AT,HHI_Scrap_EAF,2035,0.0384,,,,
AT,HLI_Biomass,2035,0.1891,,,,
AT,HLI_Direct_Electric,2035,0.0093,,,,
AT,HLI_Gas_Boiler,2035,1.2587,,,,
AT,HLI_Hardcoal,2035,0.0116,,,,
AT,HLI_Oil_Boiler,2035,0.0591,,,,
AT,HLR_Biomass,2035,0.434,,,,
AT,HLR_Direct_Electric,2035,0.1241,,,,
AT,HLR_Gas_Boiler,2035,4.5667,,,,
AT,HLR_Gas_CHP,2035,1,,,,
AT,HLR_Hardcoal,2035,0.0041,,,,
AT,HLR_Oil_Boiler,2035,0.3137,,,,
AT,HMI_Biomass,2035,0.1911,,,,
AT,HMI_Gas,2035,3.5649,,,,
AT,HMI_HardCoal,2035,0.0275,,,,
AT,HMI_Oil,2035,0.0363,,,,
AT,HMI_Steam_Electric,2035,0.0024,,,,
AT,P_Biomass,2035,0.389,,,,
AT,P_Coal_Hardcoal,2035,0.0114648,,,,
AT,P_Coal_Lignite,2035,0,,,,
AT,P_Gas,2035,3.530089176,,,,
AT,P_Gas_CCGT,2035,0.626126444,,,,
AT,P_Gas_Engines,2035,0.189,,,,
AT,P_Gas_OCGT,2035,0.363816339,,,,
AT,P_Nuclear,2035,0,,,,
AT,P_Oil,2035,0.001989494,,,,
AT,RES_Hydro_Large,2035,7.846,,,,
AT,RES_Hydro_Large_Base,2035,4.671,,,,
AT,RES_Hydro_Small,2035,6.014,,,,
AT,RES_PV_Utility_Avg,2035,0.703188957,,,,
AT,RES_Wind_Offshore_Transitional,2035,0,,,,
AT,RES_Wind_Onshore_Avg,2035,2.537382861,,,,
BA,D_PHS,2035,0.933,,,,
BA,P_Biomass,2035,0,,,,
BA,P_Coal_Hardcoal,2035,0,,,,
BA,P_Coal_Lignite,2035,0,,,,
BA,P_Nuclear,2035,0,,,,
BA,P_Oil,2035,0,,,,
BA,RES_PV_Utility_Avg,2035,0,,,,
BA,RES_Wind_Offshore_Transitional,2035,0,,,,
BA,RES_Wind_Onshore_Avg,2035,0.0095,,,,
BE,CHP_Biomass_Solid,2035,0.351775271,,,,
BE,CHP_Coal_Hardcoal,2035,0.00295398,,,,
BE,CHP_Gas_CCGT_Natural,2035,1.287532548,,,,
BE,CHP_Oil,2035,0,,,,
BE,D_PHS,2035,1.308000333,,,,
BE,HHI_BF_BOF,2035,1.3696,,,,
BE,HHI_DRI_EAF,2035,0.2873,,,,
BE,HHI_Scrap_EAF,2035,0.1165,,,,
BE,HLI_Biomass,2035,0.1099,,,,
BE,HLI_Direct_Electric,2035,0.007,,,,
BE,HLI_Gas_Boiler,2035,1.3243,,,,
BE,HLI_Hardcoal,2035,0.011,,,,
BE,HLI_Oil_Boiler,2035,0.0291,,,,
BE,HLR_Biomass,2035,0.1517,,,,
BE,HLR_Direct_Electric,2035,0.166,,,,
BE,HLR_Gas_Boiler,2035,6.545,,,,
BE,HLR_Hardcoal,2035,0.0268,,,,
BE,HLR_Oil_Boiler,2035,1.0177,,,,
BE,HMI_Biomass,2035,0.0276,,,,
BE,HMI_Gas,2035,7.8852,,,,
BE,HMI_HardCoal,2035,0.0158,,,,
BE,HMI_Oil,2035,1.3106,,,,
BE,HMI_Steam_Electric,2035,0.0142,,,,
BE,P_Biomass,2035,0.226455676,,,,
BE,P_Coal_Hardcoal,2035,0.661289063,,,,
BE,P_Coal_Lignite,2035,0,,,,
BE,P_Gas,2035,4.022800539,,,,
BE,P_Gas_CCGT,2035,1.617519388,,,,
BE,P_Gas_OCGT,2035,0.496301449,,,,
BE,P_Nuclear,2035,0,,,,
BE,P_Oil,2035,0.005269963,,,,
BE,RES_Hydro_Large,2035,1.308000333,,,,
BE,RES_Hydro_Small,2035,0.119166667,,,,
BE,RES_PV_Utility_Avg,2035,2.859995385,,,,
BE,RES_Wind_Offshore_Transitional,2035,3.4,,,,
BE,RES_Wind_Onshore_Avg,2035,2.2,,,,
BE,X_Gasifier,2035,9,,,,
BG,CHP_Biomass_Solid,2035,0.07997224,,,,
BG,CHP_Coal_Hardcoal,2035,0.059741818,,,,
BG,CHP_Gas_CCGT_Natural,2035,0.321406307,,,,
BG,CHP_Oil,2035,0,,,,
BG,D_PHS,2035,0.827286119,,,,
BG,HHI_BF_BOF,2035,0.1067,,,,
BG,HHI_DRI_EAF,2035,0.0341,,,,
BG,HHI_Scrap_EAF,2035,0.0258,,,,
BG,HLI_Biomass,2035,0.04,,,,
BG,HLI_Direct_Electric,2035,0.003,,,,
BG,HLI_Gas_Boiler,2035,0.283,,,,
BG,HLI_Hardcoal,2035,0.001,,,,
BG,HLI_Lignite,2035,0,,,,
BG,HLI_Oil_Boiler,2035,0.009,,,,
BG,HLR_Biomass,2035,0.2065,,,,
BG,HLR_Direct_Electric,2035,0.0929,,,,
BG,HLR_Gas_Boiler,2035,1.504,,,,
BG,HLR_Hardcoal,2035,0.0333,,,,
BG,HLR_Oil_Boiler,2035,0.0095,,,,
BG,HMI_Biomass,2035,0.0253,,,,
BG,HMI_Gas,2035,1.9811,,,,
BG,HMI_HardCoal,2035,0.1525,,,,
BG,HMI_Oil,2035,0.0082,,,,
BG,HMI_Steam_Electric,2035,0.0024,,,,
BG,P_Biomass,2035,0.051171499,,,,
BG,P_Coal_Hardcoal,2035,0.079892833,,,,
BG,P_Coal_Lignite,2035,0.953101362,,,,
BG,P_Gas,2035,0.378029447,,,,
BG,P_Gas_CCGT,2035,0.075497153,,,,
BG,P_Gas_OCGT,2035,0,,,,
BG,P_Nuclear,2035,2.2,,,,
BG,P_Oil,2035,0,,,,
BG,RES_Hydro_Large,2035,0.864,,,,
BG,RES_Hydro_Small,2035,2.333,,,,
BG,RES_PV_Utility_Avg,2035,1.125820909,,,,
BG,RES_Wind_Offshore_Transitional,2035,0,,,,
BG,RES_Wind_Onshore_Avg,2035,0.125208269,,,,
CH,CHP_Gas_CCGT_Natural,2035,0.5149,,,,
CH,D_PHS,2035,0,,,,
CH,HHI_BF_BOF,2035,0.2023,,,,
CH,HHI_DRI_EAF,2035,0.0423,,,,
CH,HHI_Scrap_EAF,2035,0.0544,,,,
CH,HLI_Biomass,2035,0.015,,,,
CH,HLI_Direct_Electric,2035,0.0018,,,,
CH,HLI_Gas_Boiler,2035,0.3181,,,,
CH,HLI_Hardcoal,2035,0,,,,
CH,HLI_Oil_Boiler,2035,0.0204,,,,
CH,HLR_Biomass,2035,0.2028,,,,
CH,HLR_Gas_Boiler,2035,4.9089,,,,
CH,HLR_Oil_Boiler,2035,0.7624,,,,
CH,HMI_Biomass,2035,0.0463,,,,
CH,HMI_Gas,2035,0.678,,,,
CH,HMI_HardCoal,2035,0,,,,
CH,HMI_Oil,2035,0.0177,,,,
CH,HMI_Steam_Electric,2035,0.0057,,,,
CH,P_Biomass,2035,0.246338671,,,,
CH,P_Coal_Hardcoal,2035,0,,,,
CH,P_Coal_Lignite,2035,0,,,,
CH,P_Gas,2035,0.110742188,,,,
CH,P_Gas_CCGT,2035,0.043,,,,
CH,P_Nuclear,2035,0,,,,
CH,P_Oil,2035,0.007691716,,,,
CH,RES_Hydro_Large,2035,10.39,,,,
CH,RES_Hydro_Large_Base,2035,10.39,,,,
CH,RES_Hydro_Small,2035,3.854,,,,
CH,RES_PV_Utility_Avg,2035,0.628022141,,,,
CH,RES_Wind_Offshore_Transitional,2035,0,,,,
CH,RES_Wind_Onshore_Avg,2035,0.020042251,,,,
CZ,CHP_Biomass_Solid,2035,0.759210164,,,,
CZ,CHP_Coal_Hardcoal,2035,0.768427899,,,,
CZ,CHP_Coal_Lignite,2035,0.924492513,,,,
CZ,CHP_Gas_CCGT_Natural,2035,0.595717309,,,,
CZ,CHP_Oil,2035,0,,,,
CZ,D_PHS,2035,1.875212224,,,,
CZ,HHI_BF_BOF,2035,1.1857,,,,
CZ,HHI_DRI_EAF,2035,0.1107,,,,
CZ,HHI_Scrap_EAF,2035,0.0175,,,,
CZ,HLI_Biomass,2035,0.0612,,,,
CZ,HLI_Direct_Electric,2035,0.0077,,,,
CZ,HLI_Gas_Boiler,2035,0.7154,,,,
CZ,HLI_Hardcoal,2035,0.0032,,,,
CZ,HLI_Lignite,2035,0.0095,,,,
CZ,HLI_Oil_Boiler,2035,0.0098,,,,
CZ,HLR_Biomass,2035,0.5124,,,,
CZ,HLR_Direct_Electric,2035,0.1335,,,,
CZ,HLR_Gas_Boiler,2035,4.9583,,,,
CZ,HLR_Hardcoal,2035,0.2171,,,,
CZ,HLR_Oil_Boiler,2035,0.0153,,,,
CZ,HMI_Biomass,2035,0.0147,,,,
