Region	Year	Value		Unit	Source	Updated at	Updated by
SE	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SI	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SK	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UK	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
EE	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LT	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LV	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UA	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RU	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BY	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
TR	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NONEU_Balkan	2020	0.105		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
World	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AL	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AT	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BA	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BE	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BG	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CH	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CZ	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DE	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DK	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ES	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FI	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FR	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
GR	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HR	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HU	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IE	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IT	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LU	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ME	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
MK	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NL	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NO	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PL	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PT	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RO	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RS	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SE	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SI	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SK	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UK	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
EE	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LT	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LV	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UA	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RU	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BY	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
TR	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NONEU_Balkan	2025	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
World	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AL	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AT	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BA	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BE	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BG	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CH	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CZ	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DE	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DK	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ES	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FI	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FR	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
GR	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HR	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HU	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IE	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IT	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LU	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ME	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
MK	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NL	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NO	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PL	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PT	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RO	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RS	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SE	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SI	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SK	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UK	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
EE	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LT	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LV	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UA	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RU	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BY	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
TR	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NONEU_Balkan	2030	0.115		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
World	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AL	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AT	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BA	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BE	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BG	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CH	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CZ	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DE	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DK	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ES	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FI	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FR	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
GR	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HR	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HU	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IE	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IT	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LU	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ME	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
MK	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NL	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NO	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PL	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PT	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RO	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RS	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SE	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SI	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SK	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UK	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
EE	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LT	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LV	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UA	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RU	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BY	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
TR	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NONEU_Balkan	2035	0.11		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
World	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AL	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AT	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BA	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BE	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BG	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CH	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CZ	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DE	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DK	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ES	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FI	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FR	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
GR	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HR	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HU	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IE	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IT	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LU	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ME	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
MK	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NL	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NO	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PL	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PT	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RO	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RS	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SE	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SI	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SK	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UK	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
EE	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LT	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LV	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UA	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RU	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BY	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
TR	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NONEU_Balkan	2040	0.1		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
World	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AL	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
AT	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BA	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BE	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
BG	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CH	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
CZ	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DE	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
DK	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ES	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FI	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
FR	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
GR	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HR	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
HU	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IE	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
IT	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LU	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
ME	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
MK	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NL	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
NO	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PL	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
PT	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RO	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
RS	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SE	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SI	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
SK	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
UK	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
EE	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
LT	2045	0.085		Ratio	assumption	07.09.2023	Jonathan Hanto <joh@wip.tu-berlin.de>
