Region,Technology,Year,Value,,Unit,Source,Updated at,Updated by
AL,P_Coal_Hardcoal,2050,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Hardcoal,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Coal_Hardcoal,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Coal_Lignite,2018,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2020,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2025,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2030,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2035,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2040,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2045,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2050,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Coal_Lignite,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Coal_Lignite,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Hydro_RoR,2018,1.492,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Hydro_RoR,2025,1.492,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Hydro_RoR,2030,1.492,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Hydro_RoR,2035,1.492,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Hydro_RoR,2040,1.492,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Hydro_RoR,2045,1.492,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Hydro_RoR,2050,1.492,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Hydro_RoR,2055,1.492,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Hydro_RoR,2060,1.492,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Nuclear,2018,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2020,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2025,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2030,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2035,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2040,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2045,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2050,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Nuclear,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Nuclear,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Oil,2018,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2020,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2025,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2030,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2035,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2040,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2045,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2050,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Oil,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Oil,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2018,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2020,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2025,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2030,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2035,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2040,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2045,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2050,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_PV_Utility_Avg,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2018,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2020,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2025,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2030,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2035,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2040,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2045,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2050,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Wind_Offshore_Transitional,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2018,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2020,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2025,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2030,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2035,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2040,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2045,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2050,0,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,04.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AL,P_Wind_Onshore_Avg,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2018,1.169411473,,GW,eurostat - Combined Heat and Power (CHP) data,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2020,1.169411473,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2025,0.584705737,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants (reduction previous year x 0.5),03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2030,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2035,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2040,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2045,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2050,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Biomass_Solid,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2018,0.672737518,,GW,eurostat - Combined Heat and Power (CHP) data,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2020,0.672737518,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2025,0.336368758,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants (reduction previous year x 0.5),27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2030,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2035,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2040,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2045,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2050,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Coal_Hardcoal,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2018,3.399314889,,GW,eurostat - Combined Heat and Power (CHP) data,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2020,3.399314889,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2025,3.066791518,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2030,2.734268144,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2035,2.312510651,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2040,1.890753155,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2045,0.945376579,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2050,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Gas_CCGT_Natural,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Oil,2018,0.652674155,,GW,eurostat - Combined Heat and Power (CHP) data,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Oil,2020,0.652674155,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Oil,2025,0.326337078,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants (reduction previous year x 0.5),27.03.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Oil,2030,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Oil,2035,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Oil,2040,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Oil,2045,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Oil,2050,0,,GW,eurostat - Combined Heat and Power (CHP) data | Assumption based on lifetime of powerplants,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,CHP_Oil,2055,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,CHP_Oil,2060,0,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,D_PHS,2018,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type,08.09.2023,Martha Pedersen <martha.pedersen@sintef.no>
AT,D_PHS,2020,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type | Assumption base on operational life of technology,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,D_PHS,2025,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type | Assumption base on operational life of technology,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,D_PHS,2030,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type | Assumption base on operational life of technology,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,D_PHS,2035,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type | Assumption base on operational life of technology,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,D_PHS,2040,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type | Assumption base on operational life of technology,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,D_PHS,2045,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type | Assumption based on operational life of technology,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,D_PHS,2050,3.401,,GW,Entsoe Transparency Platform - Installed Capacity per Production Type | Assumption base on operational life of technology,03.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,D_PHS,2055,3.401,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,D_PHS,2060,3.401,,GW,same as 2050 for now,29.01.2025,Nikita Moskalenko <nim@wip.tu-berlin.de>
AT,HB_Biomass,2018,2.0737,,GW,Assumption | Calculated endogenously via model,05.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Biomass,2020,1.8664,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Biomass,2025,1.4465,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Biomass,2030,0.8679,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Biomass,2035,0.434,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Biomass,2040,0.1736,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Biomass,2045,0.0348,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Direct_Electric,2018,0.5925,,GW,Assumption | Calculated endogenously via model,05.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Direct_Electric,2020,0.5333,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Direct_Electric,2025,0.4134,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Direct_Electric,2030,0.2481,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Direct_Electric,2035,0.1241,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Direct_Electric,2040,0.0497,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Direct_Electric,2045,0.01,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Gas_Boiler,2018,21.8238,,GW,Assumption | Calculated endogenously via model,05.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Gas_Boiler,2020,19.6415,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Gas_Boiler,2025,15.2222,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Gas_Boiler,2030,9.1334,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Gas_Boiler,2035,4.5667,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Gas_Boiler,2040,1.8267,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Gas_Boiler,2045,0.3654,,GW,Assumption | Calculated endogenously via model,06.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
AT,HB_Hardcoal,2018,0.0194,,GW,Assumption | Calculated endogenously via model,05.09.2024,Jonathan Hanto <joh@wip.tu-berlin.de>
