Source: ERA5 reanalysis data using Atlite; 19.04.2024; Konstantin Löffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK,DolAmroth,Gondor,Rohan,Harad,Mordor
810,1.674529995,1.738206623,0.872918099,1.677619982,1.678517271,1.788703124,1.807683205,1.540215813,1.591047512,1.848798033,1.739523158,1.246426355,1.995106668,1.929637101,1.423086814,1.898724655,1.514681332,1.712895395,1.525803808,1.753002843,1.766487717,1.651931399,1.570794124,1.204105494,1.475489818,1.739812204,1.921264379,1.687903935,1.59834142,1.457212595,1.318287897,1.454765821,1.244295801,0.40083778,1.486860047
811,1.684312377,1.770615234,0.883331433,1.708170846,1.701787841,1.813158724,1.800147743,1.564334112,1.691544669,1.868238918,1.783645308,1.282762285,2.006468281,1.936877245,1.473823308,1.956681343,1.525871929,1.75276614,1.532292624,1.781062151,1.791740866,1.666460101,1.636380712,1.233540108,1.493834656,1.749961395,1.923028629,1.705277195,1.645082967,1.476226946,1.413702376,1.467526924,1.348852901,0.559318365,1.558986615
812,1.691492977,1.78606455,0.917822404,1.73810107,1.717617056,1.825345978,1.794654392,1.582110892,1.742417417,1.872034747,1.809873399,1.292630307,2.008177218,1.930235591,1.506746853,2.012627764,1.530736631,1.745390052,1.531653894,1.806720606,1.804334085,1.679715717,1.686795997,1.248123111,1.510058704,1.755165842,1.935831363,1.710447808,1.670459704,1.488523945,1.510042229,1.454765821,1.45341,0.727747895,1.631113182
813,1.702524847,1.792803528,0.989487908,1.788603092,1.739008132,1.839206188,1.788874693,1.620586737,1.80054605,1.888505063,1.83834854,1.336170079,2.022515386,1.930124367,1.535670165,2.066436284,1.552752528,1.725055972,1.546496954,1.818904671,1.799506081,1.685428636,1.737178496,1.276764599,1.582357779,1.761259116,1.937381042,1.717744578,1.769068604,1.494593635,1.609536766,1.505810235,1.5579671,0.992264341,1.70323975
814,1.710994476,1.818501124,1.002263892,1.824837351,1.747927841,1.85239766,1.781783823,1.642177071,1.850830803,1.896684599,1.863839204,1.326128172,2.030712649,1.930855267,1.551890544,2.119451068,1.559697647,1.749975187,1.540697628,1.835721218,1.816193002,1.695711435,1.768865293,1.29738952,1.599768143,1.772415669,1.941934715,1.725107531,1.823145643,1.50436876,1.644170994,1.684465687,1.595304615,1.246825725,1.727731462
815,1.732196227,1.827057668,1.026383387,1.823386865,1.757113474,1.864537147,1.777413255,1.671788833,1.883300755,1.910204827,1.891673899,1.349254988,2.040102411,1.949943402,1.564060531,2.137605286,1.59093064,1.735621719,1.564635183,1.849026385,1.823373062,1.705051967,1.817715089,1.329297891,1.682459092,1.788955432,1.948514891,1.740048535,1.868163274,1.511407079,1.749461737,1.748271206,1.706262145,1.519558395,1.804578013
816,1.749934209,1.835320605,1.04655893,1.84884708,1.772573101,1.87654333,1.767458911,1.688717556,1.923051584,1.917953812,1.903704218,1.360290529,2.044280856,1.960779785,1.569465234,2.149938108,1.58953627,1.770109913,1.565540402,1.864087243,1.834916528,1.715562917,1.881031309,1.35302272,1.705801042,1.806555112,1.976432957,1.772652354,1.866220197,1.512384305,1.811512275,1.837598931,1.772406618,1.738509444,1.849667993
817,1.762108806,1.833531001,1.051167958,1.857703414,1.787987657,1.884945881,1.763540471,1.700125809,1.964146778,1.935990868,1.918004461,1.362588306,2.044215127,1.958904868,1.572769502,2.194913822,1.590012939,1.807588413,1.569977669,1.885578578,1.846772586,1.725081408,1.903038306,1.380106994,1.714933697,1.821033734,1.981654183,1.796495085,1.859829884,1.516227296,1.850449492,1.812076724,1.813481903,1.969611381,1.877792134
818,1.771120143,1.83678864,1.075613015,1.873540212,1.801189186,1.893991621,1.757903945,1.714575182,1.990123792,1.94484439,1.933374249,1.361551201,2.051135382,1.954281133,1.607147677,2.234768144,1.588783399,1.827324432,1.571733118,1.905123848,1.846390424,1.727686901,1.934118579,1.410024382,1.730819743,1.824816137,1.990976099,1.805653276,1.867790474,1.527367958,1.861259544,1.79931562,1.824685168,2.114930106,1.885731277
819,1.787110424,1.849050224,1.112201536,1.877354712,1.81556709,1.900731213,1.749403945,1.74632059,2.033640683,1.9587961,1.958354385,1.406432379,2.054675323,1.962368697,1.6169727,2.259641197,1.607462609,1.84546562,1.593399164,1.914304202,1.85306443,1.735911771,1.999951056,1.447976486,1.764169174,1.836104652,2.01605706,1.823067901,1.863017132,1.534737273,1.911006812,1.735510102,1.876963717,2.26024883,1.921794561
820,1.812653749,1.867351722,1.129130761,1.893442555,1.82659616,1.911518783,1.743322827,1.764918418,2.061547425,1.953437254,1.96587688,1.413480966,2.052750422,1.98081597,1.613097866,2.297409469,1.603693801,1.851047524,1.594456663,1.921929819,1.843858724,1.739456108,2.054161216,1.469784744,1.770220055,1.841683887,2.069842847,1.83241637,1.84479363,1.545286155,1.932626915,1.709987894,1.899370246,2.405567555,1.937672846
821,1.834938917,1.88675774,1.144315904,1.895639205,1.843682879,1.922146388,1.74002983,1.779718897,2.08960018,1.953122603,1.975632702,1.418821745,2.053680008,2.001185827,1.646711107,2.33593558,1.600548673,1.8416779,1.596639342,1.924489319,1.841445198,1.745697198,2.103969976,1.492600291,1.781082479,1.844201908,2.125631296,1.844015089,1.832713415,1.558405627,1.943436967,1.684465687,1.91057351,2.550886279,1.945611989
822,1.851676517,1.905618489,1.214116402,1.898784249,1.85042562,1.930274556,1.737837011,1.817389898,2.113938174,1.949673541,1.990967722,1.435322269,2.087464374,2.019982661,1.654699032,2.365838287,1.60711513,1.871580958,1.61470566,1.925028717,1.842787528,1.751471719,2.164687977,1.527011458,1.815764032,1.850742472,2.149734766,1.855373892,1.778045168,1.572436413,1.982374184,1.709987894,1.951648795,2.638430174,1.97373613
823,1.853305596,1.93071489,1.232966443,1.917780039,1.853535574,1.937479599,1.747324157,1.827863668,2.142856478,1.958557784,2.006407959,1.434142329,2.10703264,2.035845304,1.68577294,2.392234994,1.60509708,1.856629429,1.623859374,1.914230167,1.843492287,1.750988037,2.216890049,1.5500938,1.821536558,1.853507539,2.198466215,1.860039854,1.75959648,1.583406562,1.993184236,1.722748998,1.962852059,2.72597407,1.981675273
824,1.860280585,1.963263313,1.268206207,1.91031143,1.859629281,1.942137439,1.753307314,1.833346328,2.158374547,1.965678397,2.015183898,1.439172598,2.114582009,2.025353185,1.682017235,2.383304467,1.597675291,1.820546405,1.636942756,1.893532065,1.851349469,1.755419885,2.224209322,1.568009023,1.827388615,1.869005799,2.225287585,1.858906455,1.64469887,1.599323022,2.016297556,1.709987894,1.987921247,2.785443173,1.998641112
825,1.807889089,1.987814444,1.292739631,1.856678311,1.826988284,1.925033515,1.765446942,1.828263389,2.155472719,1.936350669,1.985118621,1.385516396,2.03937001,1.929075685,1.681427859,2.249252829,1.577530434,1.818552868,1.683980325,1.873849301,1.850503663,1.734661499,2.274329541,1.558790968,1.772871043,1.863358664,2.134857847,1.793425809,1.427288883,1.611546943,2.377664542,1.914165553,2.425129884,3.92360818,2.316272074
826,1.726858226,1.973413724,1.319231078,1.764147059,1.770436698,1.889028295,1.770013432,1.802340944,2.116004706,1.883684756,1.902789296,1.369140076,1.947031083,1.831336386,1.653307102,2.059561892,1.556873269,1.840880485,1.709783308,1.820734396,1.797921207,1.715285713,2.199374611,1.541002791,1.757004879,1.82350227,1.930324042,1.689980453,1.337747676,1.59605605,2.278170005,1.824837828,2.320572784,3.741881352,2.244145506
827,1.655277603,1.932840045,1.325746969,1.678219702,1.69771335,1.852688706,1.765130453,1.779729701,2.007308504,1.875661149,1.825663136,1.255660935,1.831245919,1.723205599,1.538391327,1.866301138,1.550008337,1.892911806,1.761330055,1.773373076,1.797844489,1.691068547,1.975468784,1.520555734,1.650150173,1.834670331,1.838130054,1.609806993,1.235646508,1.528372409,2.110828723,1.786554517,2.143470782,3.378427697,2.122208974
828,1.608761862,1.86765931,1.337057924,1.6135336,1.657951009,1.820454858,1.756065293,1.769282939,1.932024098,1.835243827,1.759832613,1.274421975,1.78649431,1.665761118,1.417945449,1.761400351,1.540461581,1.938563808,1.770733339,1.762003398,1.744422422,1.674154518,1.839443413,1.507760443,1.639778182,1.794537736,1.76188584,1.562708911,1.206159184,1.45317903,1.911839649,1.90140445,1.934356582,2.671575555,1.977955839
829,1.58506509,1.820500447,1.361098354,1.567348169,1.62470605,1.797683322,1.750180097,1.763346542,1.870502985,1.815486429,1.714928204,1.268590589,1.74851272,1.631843135,1.33741412,1.704769881,1.537463463,1.961290133,1.773981976,1.746011813,1.704467494,1.662846178,1.738678414,1.49543885,1.620850127,1.776405605,1.715347784,1.546584871,1.191546191,1.403158533,1.693468194,1.735510102,1.706031046,2.01590639,1.820826067
830,1.573297762,1.800702952,1.384110938,1.548498823,1.616412839,1.781476974,1.747030274,1.770941241,1.827126844,1.81883402,1.685600354,1.263759047,1.730221462,1.616864987,1.272062356,1.670948351,1.550329086,1.954910814,1.771875438,1.7371276,1.699434591,1.660821331,1.647642393,1.496734713,1.612678456,1.779489452,1.679323704,1.5573232,1.192062085,1.375622829,1.572311491,1.671704583,1.5737421,1.518231985,1.730646106
831,1.582937797,1.810112355,1.41986695,1.545709426,1.610499419,1.777355681,1.748137987,1.804609631,1.805506518,1.848958152,1.681745785,1.273229615,1.732061855,1.617722999,1.242048071,1.655739731,1.644277535,1.920023912,1.833066578,1.736292061,1.703559265,1.673903551,1.58103127,1.524269091,1.63797551,1.811187596,1.6870721,1.574613731,1.254132853,1.367635941,1.497171117,1.684465687,1.491591528,1.274087021,1.674397824
832,1.60915727,1.833908496,1.432247609,1.547285435,1.645659929,1.791022601,1.758431428,1.826210768,1.814881552,1.866222078,1.699596843,1.284283786,1.740127661,1.660009255,1.22910688,1.67810793,1.678709113,1.923811633,1.838091815,1.749956827,1.71980732,1.685603172,1.570982638,1.557809089,1.652211317,1.863821299,1.721021994,1.620611506,1.309596406,1.375184367,1.485326329,1.786554517,1.47346535,1.144548899,1.662782749
833,1.662608458,1.866988208,1.476482186,1.585820947,1.719465,1.823454182,1.766599868,1.830013519,1.862047432,1.875248286,1.745713525,1.389528191,1.921509708,1.791693021,1.274118902,1.757866431,1.709256058,1.950325678,1.843633111,1.769290568,1.728717589,1.699720061,1.598145092,1.602933816,1.693699281,1.898638966,1.899258935,1.701049702,1.357120455,1.416715035,1.603959284,1.824837828,1.605754296,1.04147081,1.75296271
834,1.73509061,1.918690988,1.62247815,1.649321556,1.779536694,1.861226782,1.774044904,1.848632954,1.926220443,1.869373245,1.81536751,1.734722635,2.024477846,1.919208539,1.350988577,1.902212706,1.793889404,1.993585436,1.895353288,1.796630678,1.718446882,1.718413673,1.708860367,1.6551259,1.838244411,1.929861816,1.940790336,1.772230432,1.458472257,1.482693545,1.318287897,1.595137961,1.244295801,0.40083778,1.486860047
835,1.789581721,1.955839253,1.664340776,1.693763614,1.804145897,1.882819694,1.784225313,1.836165981,2.003755541,1.862509566,1.879432232,1.818001532,2.086731973,1.973083263,1.439137905,1.980684876,1.819157345,2.044420635,1.905687171,1.803833237,1.704719568,1.725620987,1.884654063,1.677941447,1.85200304,1.944483141,1.974048835,1.814943833,1.513009459,1.553260146,1.413702376,1.646182376,1.348852901,0.559318365,1.558986615
836,1.836564042,1.964200059,1.686981289,1.720953255,1.816775015,1.896990945,1.793637104,1.829419339,2.039250971,1.865048187,1.922450986,1.86143573,2.139652676,2.011238347,1.513875794,2.019181072,1.832472908,2.058375395,1.911046577,1.794198096,1.698540657,1.73436148,1.988107439,1.700092728,1.864601861,1.960764351,2.011670276,1.850633474,1.512905527,1.601486674,1.510042229,1.65894348,1.45341,0.727747895,1.631113182
837,1.865017567,1.967975005,1.767757878,1.726762173,1.835457275,1.906568787,1.805173896,1.828711725,2.083138812,1.878223974,1.968261169,2.041084644,2.182582671,2.058180116,1.547094027,2.074465382,1.899825869,2.078310767,1.940423908,1.791226115,1.699117235,1.757907879,2.09984725,1.734950368,1.928868442,1.966999944,2.052367234,1.865367654,1.576859122,1.626407368,1.609536766,1.709987894,1.5579671,0.992264341,1.70323975
838,1.89155732,1.981872399,1.804271984,1.736552955,1.861914421,1.91561897,1.819604305,1.838126774,2.107622818,1.871020044,2.001557038,2.089431118,2.190554579,2.093819422,1.582456586,2.121162187,1.910673442,2.094657773,1.944607376,1.793426015,1.686763224,1.772047583,2.154327886,1.756136104,1.94032071,1.966503552,2.084123736,1.880432752,1.600220481,1.646699851,1.644170994,1.748271206,1.595304615,1.246825725,1.727731462
839,1.91408764,1.963053594,1.863166154,1.729286577,1.88227786,1.922263028,1.82955865,1.865799349,2.135601909,1.882109638,2.024426448,2.237817841,2.215587687,2.120041773,1.627374559,2.155356653,1.944779816,2.084291379,1.955106229,1.813711636,1.662213404,1.811442543,2.251789786,1.789287705,1.994798517,1.988255051,2.090727753,1.907609495,1.633981821,1.663195195,1.749461737,1.697226791,1.706262145,1.519558395,1.804578013
840,1.933411206,1.980739916,1.865882272,1.731197314,1.895578548,1.928648256,1.840477534,1.858237061,2.153977081,1.896773502,2.038209759,2.243313876,2.23008548,2.143541788,1.648610904,2.178921438,1.95145319,2.065950837,1.950059842,1.817709532,1.658507582,1.826079617,2.290328669,1.80338975,2.007456986,2.006294349,2.109896092,1.932982729,1.658945089,1.678476888,1.811512275,1.620660169,1.772406618,1.738509444,1.849667993
841,1.952291915,2.009275711,1.879025676,1.730304707,1.91935843,1.931736449,1.858660603,1.848438495,2.17305469,1.906602629,2.048944548,2.262540682,2.259973095,2.159293206,1.659044112,2.198689054,1.961841913,2.050401246,1.948388993,1.829819562,1.648876352,1.842020579,2.33815393,1.828954923,2.018809843,2.011749294,2.128229988,1.954194652,1.659100234,1.684525085,1.850449492,1.646182376,1.813481903,1.969611381,1.877792134
842,1.965419444,2.024962709,1.900936,1.739635238,1.926457238,1.938639338,1.874145976,1.835177482,2.186400993,1.916100814,2.067763595,2.304149079,2.268527169,2.185335481,1.690036511,2.220602549,1.96688481,2.020697542,1.944061706,1.844097762,1.642322426,1.857060341,2.374496211,1.848470919,2.019638276,2.0188085,2.140532057,1.967282509,1.667416303,1.693585201,1.861259544,1.697226791,1.824685168,2.114930106,1.885731277
843,1.986716093,2.043963271,1.958281425,1.749809561,1.944535537,1.943398266,1.889088797,1.815094204,2.207489887,1.917212799,2.080943057,2.381981623,2.287419372,2.215694301,1.712664786,2.229592905,1.978017494,2.022491725,1.934455382,1.861517167,1.629284147,1.878165518,2.459057175,1.867380726,2.082241362,2.012216532,2.16978523,1.991969084,1.751712709,1.693737087,1.911006812,1.65894348,1.876963717,2.26024883,1.921794561
844,1.9990449,2.055148296,1.977336105,1.75991415,1.956988875,1.958136056,1.900452273,1.809514315,2.234104882,1.912063876,2.09459096,2.397892178,2.303175393,2.237155212,1.710037674,2.217575184,1.978596625,2.025083324,1.935495961,1.875837673,1.615674054,1.902278874,2.512373941,1.884225137,2.099022117,2.010191067,2.17898794,1.99645304,1.738611248,1.698554438,1.932626915,1.684465687,1.899370246,2.405567555,1.937672846
845,2.011567456,2.075113566,1.975898981,1.768909953,1.965511952,1.970093362,1.912848107,1.811437297,2.242959008,1.915861102,2.102189393,2.399202532,2.318602774,2.25477625,1.745883019,2.225087756,1.982882196,2.016909821,1.940136268,1.893584947,1.613263388,1.925906268,2.574001729,1.896377941,2.100904319,2.019674693,2.176341565,2.000109698,1.742178828,1.706052712,1.943436967,1.697226791,1.91057351,2.550886279,1.945611989
846,2.021223307,2.082621515,2.000185908,1.768289312,1.971366779,1.979186868,1.924980201,1.80358332,2.263479639,1.930141892,2.112032133,2.411567057,2.332574741,2.281072751,1.743450276,2.215257794,1.983390049,1.994183497,1.923427779,1.897477079,1.600048322,1.96053856,2.615827318,1.902641282,2.113675454,2.023060442,2.18466215,2.007944211,1.772191084,1.711565012,1.982374184,1.709987894,1.951648795,2.638430174,1.97373613
847,2.025525341,2.075435136,1.99972082,1.765416234,1.973503182,1.986154187,1.931196957,1.808817504,2.262620666,1.946170021,2.116725686,2.404443948,2.348077239,2.28563293,1.746810973,2.213584567,1.985354641,1.965875268,1.92231952,1.903082594,1.589938676,1.988764352,2.579575196,1.91160343,2.12301356,2.018838038,2.168235551,2.012428167,1.766279761,1.715248953,1.993184236,1.735510102,1.962852059,2.72597407,1.981675273
848,2.025410673,2.075169492,1.941966117,1.764272581,1.970938596,1.994428989,1.951294033,1.804431377,2.246143652,1.947270369,2.117970896,2.28867945,2.339175744,2.262180582,1.759137709,2.193116947,1.984855697,1.962087548,1.917886483,1.917498289,1.575344589,2.009467981,2.561977794,1.893962263,2.110215914,2.014444927,2.152762601,2.022653571,1.642813031,1.712388919,2.016297556,1.748271206,1.987921247,2.785443173,1.998641112
849,1.932319881,2.064333998,1.741936159,1.73165059,1.929445498,1.969126913,1.946539156,1.771476003,2.213740787,1.927517627,2.110937885,1.783087739,2.215193317,2.125777747,1.748253063,2.065249669,1.909564183,1.96866622,1.838760154,1.915213777,1.557433513,1.978556844,2.505513659,1.817190515,1.886518906,1.990768085,2.077758131,1.921235095,1.473402319,1.719748204,2.377664542,1.90140445,2.425129884,3.92360818,2.316272074
850,1.835389682,2.022236359,1.683023385,1.692180631,1.876702479,1.925084615,1.915975324,1.759905701,2.160251658,1.896777226,2.069006975,1.667515757,2.116901281,2.028350934,1.73251547,1.941696086,1.888421439,1.95630629,1.819606727,1.88182394,1.520345749,1.947563571,2.330523199,1.752032536,1.837601547,1.92830589,1.994528441,1.824184753,1.395121168,1.693767177,2.278170005,1.709987894,2.320572784,3.741881352,2.244145506
851,1.747482682,1.945940506,1.482630658,1.64317791,1.839851776,1.874718186,1.886556882,1.730385767,2.029948285,1.828947544,2.012688904,1.41570422,1.99502216,1.911290459,1.651495084,1.804481469,1.839988249,1.906268505,1.763398523,1.838714352,1.470503705,1.909153086,1.941085413,1.6905498,1.634118322,1.859033452,1.908437804,1.770915028,1.281700447,1.639748938,2.110828723,1.761032309,2.143470782,3.378427697,2.122208974
852,1.6805995,1.873363673,1.448958243,1.605249093,1.811663873,1.831847846,1.863249699,1.730979947,1.958623308,1.777229774,1.965590509,1.375859522,1.924627109,1.851436128,1.557984943,1.711153672,1.823955224,1.860217796,1.758567866,1.801368925,1.435264325,1.891068639,1.741784802,1.650299988,1.60058995,1.79779114,1.84666521,1.732669036,1.250163854,1.581479335,1.911839649,1.722748998,1.934356582,2.671575555,1.977955839
853,1.645202619,1.795893391,1.410904693,1.570151512,1.794437431,1.797574458,1.844365832,1.731406676,1.906912634,1.75794575,1.930608437,1.337946199,1.868363651,1.815818008,1.479616748,1.647694679,1.811160879,1.799215557,1.760094895,1.76140054,1.415701187,1.877016774,1.620856968,1.63589122,1.573417321,1.756425237,1.793237041,1.717479842,1.237232601,1.537304999,1.693468194,1.671704583,1.706031046,2.01590639,1.820826067
854,1.622470641,1.735536198,1.394370793,1.545897711,1.789118959,1.776894673,1.831088349,1.738931153,1.88170646,1.760813451,1.903907331,1.326724352,1.848729657,1.787704851,1.429870908,1.62132988,1.805111185,1.738811379,1.767501621,1.739782287,1.401203356,1.875623907,1.543475941,1.613901468,1.549929566,1.728171918,1.785131027,1.72160806,1.23975107,1.514361683,1.572311491,1.620660169,1.5737421,1.518231985,1.730646106
855,1.624649336,1.699086997,1.417225247,1.542152946,1.794581661,1.770273943,1.835715122,1.763838091,1.874344026,1.800558649,1.893407678,1.359265845,1.840945544,1.790559597,1.420233984,1.609918429,1.816422063,1.721268252,1.800250259,1.728962584,1.399277777,1.893449402,1.488905145,1.621847253,1.548981838,1.723118996,1.788206544,1.74885926,1.306342881,1.506032337,1.497171117,1.607899065,1.491591528,1.274087021,1.674397824
856,1.648535904,1.705937825,1.459971541,1.553491842,1.820673725,1.790067261,1.845955815,1.783354198,1.890909173,1.828967559,1.896854192,1.388515927,1.859922254,1.840599745,1.429482171,1.64107157,1.825514423,1.73083723,1.81391738,1.743494619,1.407297448,1.923857465,1.499314414,1.651804569,1.57195265,1.734162768,1.823586911,1.799291353,1.403401839,1.512195165,1.485326329,1.582376858,1.47346535,1.144548899,1.662782749
857,1.69269897,1.760241123,1.529353459,1.580290968,1.854080943,1.838470798,1.878493938,1.793131157,1.919841947,1.841506131,1.922009078,1.499591718,1.923162306,1.923805792,1.459264467,1.687329626,1.835724952,1.787852395,1.818841097,1.77969779,1.420204211,1.963782878,1.557204701,1.730413031,1.651528687,1.756756293,1.89034232,1.872623058,1.518935091,1.539507339,1.603959284,1.595137961,1.605754296,1.04147081,1.75296271
858,1.741927206,1.848407085,1.735671415,1.61339413,1.893144671,1.894109372,1.906593674,1.813570943,1.971106692,1.857365763,1.952016715,1.794775352,2.058215264,2.016926653,1.536516609,1.771637152,1.869572945,1.84008307,1.856547293,1.832104074,1.433385444,2.007759125,1.688787691,1.813938152,1.901934402,1.772159033,1.933471083,1.923485346,1.669211766,1.58559744,1.318287897,1.41648251,1.244295801,0.40083778,1.486860047
859,1.787849836,1.89559391,1.775413236,1.63301056,1.935246239,1.934336974,1.927014775,1.819944872,2.029570758,1.860091965,1.976806548,1.92394148,2.093248468,2.046062011,1.615900537,1.822717454,1.878923687,1.87118225,1.865438747,1.875107898,1.437387656,2.03513277,1.85183618,1.843703085,1.92926609,1.782054657,1.9745495,1.962475906,1.729249081,1.615248079,1.413702376,1.493049132,1.348852901,0.559318365,1.558986615
860,1.80786141,1.942459166,1.801890731,1.648219744,1.967035379,1.96677522,1.958965133,1.831823067,2.076979992,1.864092597,1.994262359,1.930356625,2.129624409,2.087172471,1.653739729,1.867756985,1.885539147,1.907663981,1.87626754,1.905652671,1.441233096,2.062508696,1.958330374,1.872261086,1.953310552,1.783627462,1.999249002,1.998653653,1.760818058,1.63124478,1.510042229,1.544093546,1.45341,0.727747895,1.631113182
861,1.822107943,1.980068814,1.885913638,1.659732978,2.001857851,1.999452302,1.981172138,1.853359385,2.110390472,1.864181965,2.009800492,2.067148889,2.156648146,2.116615019,1.663012995,1.894389022,1.919275768,1.933978673,1.915162365,1.931364008,1.451771602,2.097719354,2.079471311,1.896465058,2.074155848,1.785439639,2.006449049,2.05370207,1.851009971,1.644847134,1.609536766,1.55685465,1.5579671,0.992264341,1.70323975
862,1.839470287,2.005291046,1.910163358,1.672487493,2.040407761,2.028394669,2.004110083,1.85443431,2.143085362,1.870211539,2.019698127,2.107229575,2.191963044,2.131603759,1.688525451,1.923162949,1.931058861,1.942750236,1.911448427,1.966689333,1.46258696,2.127714462,2.157778518,1.925525796,2.086449806,1.777298651,2.040446625,2.093536474,1.890925141,1.658052579,1.644170994,1.722748998,1.595304615,1.246825725,1.727731462
863,1.85068009,2.033015928,1.974373491,1.693115079,2.073391303,2.064485425,2.021095014,1.886773897,2.1718616,1.870232485,2.031318561,2.130412284,2.237127802,2.155071996,1.706150301,1.967602193,1.953279681,1.963084316,1.95264437,2.033204594,1.451492366,2.147176946,2.262969504,1.962601287,2.147495436,1.773597574,2.055108974,2.109834247,1.944200849,1.678978396,1.749461737,1.697226791,1.706262145,1.519558395,1.804578013
864,1.863752263,2.050800118,1.990577178,1.701643659,2.099934086,2.090297387,2.031885795,1.889366682,2.199243488,1.873055502,2.040207951,2.14906154,2.242254613,2.156268976,1.713837268,1.97202757,1.971990074,1.965675915,1.961586584,2.064193578,1.455039034,2.171115766,2.332564071,1.977425676,2.182157106,1.765777668,2.027524686,2.143604556,1.948770846,1.692931807,1.811512275,1.824837828,1.772406618,1.738509444,1.849667993
865,1.882664605,2.075560968,2.023593818,1.715646429,2.131362651,2.115597241,2.037642888,1.891089804,2.230832105,1.873456729,2.045359881,2.151346897,2.259090457,2.1655853,1.696682665,1.980192281,1.981483371,1.969862343,1.966231121,2.096874792,1.458003406,2.187833585,2.382561346,1.999767525,2.194106435,1.759876199,2.021016033,2.195534059,1.983422387,1.701607911,1.850449492,1.812076724,1.813481903,1.969611381,1.877792134
866,1.899686898,2.103984913,2.052689761,1.736239148,2.156458629,2.146161465,2.029338809,1.891008779,2.271727354,1.876073082,2.055495395,2.199904518,2.270001362,2.184980624,1.676029426,1.998344505,1.987934002,1.97345071,1.967204021,2.130740568,1.461870288,2.19594552,2.439500864,2.021134754,2.211006484,1.756772404,2.02368625,2.226847292,2.010886802,1.709369836,1.861259544,1.888643346,1.824685168,2.114930106,1.885731277
867,1.90744084,2.121167908,2.075902333,1.742961593,2.187571692,2.164446234,2.028178348,1.895535349,2.30063645,1.874244288,2.06633723,2.226807142,2.292386556,2.197040469,1.656793198,2.000915173,2.010765137,1.983418396,1.994589023,2.152253057,1.458051533,2.207864166,2.543519784,2.048710875,2.273317961,1.76042975,2.018345817,2.262809942,2.06873326,1.721827317,1.911006812,1.837598931,1.876963717,2.26024883,1.921794561
868,1.921813903,2.131681832,2.088915513,1.744537602,2.222344585,2.188168666,2.029097674,1.886520021,2.313891988,1.874507738,2.076274206,2.269272548,2.304386673,2.211234754,1.656141122,2.003639402,2.011745205,1.984813872,1.996065292,2.181708455,1.458180191,2.220292732,2.575968835,2.075466646,2.285525762,1.760429366,2.034867781,2.299177967,2.055458579,1.72122264,1.932626915,1.926926657,1.899370246,2.405567555,1.937672846
869,1.931888887,2.140881515,2.111904842,1.74565336,2.242924368,2.205115959,2.030318419,1.883889424,2.318691974,1.880124449,2.084842458,2.292001911,2.321231907,2.22399372,1.660987799,2.007921189,2.008167956,2.00076217,1.991556115,2.200259539,1.463461833,2.218022622,2.612032443,2.098133369,2.285128114,1.768735307,2.036274412,2.316617411,2.062469472,1.726928379,1.943436967,1.888643346,1.91057351,2.550886279,1.945611989
870,1.942999838,2.137260363,2.163004127,1.740465083,2.256279143,2.21639675,2.028698295,1.890495624,2.331422657,1.871151769,2.089182851,2.344298078,2.325410352,2.235910563,1.672436741,2.003112904,2.005655417,2.008536965,1.980659642,2.207789968,1.470812008,2.228227849,2.64288322,2.126825675,2.320989356,1.768040971,2.040327419,2.321870754,2.034828072,1.730034868,1.982374184,1.863121139,1.951648795,2.638430174,1.97373613
871,1.952307731,2.136267692,2.16322737,1.755848604,2.266807915,2.223686219,2.023928347,1.89474671,2.34042148,1.877859984,2.095881916,2.36372982,2.331335292,2.244337096,1.685446902,2.018265683,1.996883807,2.005546659,1.977360244,2.219244258,1.479562646,2.22280012,2.65317774,2.137352298,2.31288396,1.773947043,2.049196352,2.332120978,1.985305213,1.738253882,1.993184236,1.888643346,1.962852059,2.72597407,1.981675273
872,1.949010032,2.143817584,2.086715643,1.745367447,2.263337386,2.223311859,2.02324262,1.907905093,2.367988843,1.86610804,2.10329462,2.271104559,2.305917204,2.248039262,1.707335322,2.000945087,1.986232247,2.007938904,1.975452515,2.233109977,1.483088347,2.203039898,2.692946064,2.085886188,2.286327686,1.77767996,2.044165855,2.305473705,1.825669384,1.743674477,2.016297556,2.029015487,1.987921247,2.785443173,1.998641112
873,1.901596717,2.140196432,1.807639226,1.722354927,2.181680808,2.16866084,2.011472229,1.878806486,2.352340546,1.84175841,2.094809626,1.81498337,2.180526313,2.209047351,1.720019446,1.9299815,1.903567948,2.001758938,1.90619054,2.212274381,1.489110487,2.11046505,2.672422593,1.962746482,2.021036673,1.775492611,2.000798681,2.210036595,1.553253748,1.753091381,2.377664542,2.169387627,2.425129884,3.92360818,2.316272074
874,1.822396591,2.104879715,1.713016949,1.678519563,2.07731255,2.076837086,1.956214689,1.852505926,2.262116858,1.803547836,2.065501905,1.715346784,2.106384746,2.164928549,1.736133236,1.848318431,1.871501897,1.997373156,1.889350921,2.140872802,1.479545968,2.025776267,2.478334813,1.860906853,1.955285539,1.756239569,1.96866072,2.121292326,1.449945312,1.734895206,2.278170005,1.926926657,2.320572784,3.741881352,2.244145506
