Source: ERA5; 22.01.2025; Unit: Deviation from mean; Konstantin Loffler <kl@wip.tu-berlin.de>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUR,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GR,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,NONEU_Balkan,SE,SI,SK,TR,UK
2304,1.127770012,1.02352079,1.039355932,1.099438648,1.165108747,1.104480155,1.10788823,1.114946632,1.090334679,1.097028671,1.025215595,1.101562698,1.151872154,1.104087183,1.040388914,1.112323859,1.140688686,1.062084376,1.125959803,1.050124759,1.105164086,1.19809298,1.154068481,1.030573503,1.073101093,1.144646053,1.144524887,1.130247703,1.126873657,1.036126656
2305,1.139147264,1.033548226,1.046639621,1.114291554,1.172199353,1.115733501,1.108386456,1.114315839,1.099138364,1.106397516,1.032823208,1.102686085,1.161020953,1.108717593,1.042741018,1.123231982,1.146854442,1.079263803,1.130850123,1.06366173,1.108669638,1.204399776,1.158813583,1.032022313,1.075626858,1.153624241,1.15703268,1.137855712,1.13714954,1.042231729
2306,1.148166897,1.044267229,1.054083544,1.128528492,1.178036076,1.126429189,1.112221321,1.115888038,1.106819931,1.114034488,1.038450825,1.105003248,1.169336559,1.113189751,1.049820653,1.126313298,1.15310658,1.091625421,1.132602721,1.07484467,1.109835923,1.207371953,1.160048192,1.035503353,1.079065817,1.157809083,1.173453794,1.141668073,1.144496794,1.049760676
2307,1.155623502,1.051381923,1.06258067,1.134365017,1.186889543,1.133900965,1.115912949,1.123715037,1.117808383,1.123618423,1.044057161,1.106249925,1.19257444,1.116282187,1.057205317,1.139370995,1.172147901,1.097543427,1.144405719,1.083995187,1.110435526,1.215730435,1.162288346,1.039686314,1.088513973,1.160790941,1.190134972,1.14715775,1.168005149,1.056998626
2308,1.161016345,1.056584978,1.064261809,1.139979407,1.193622617,1.143222632,1.117738759,1.130909139,1.127897282,1.134476982,1.048264086,1.102176569,1.200092461,1.116237484,1.066120817,1.150209097,1.175163652,1.107071835,1.145844656,1.089080612,1.111199203,1.220291609,1.160845572,1.041617471,1.090354761,1.158979581,1.193037431,1.148952797,1.162835376,1.059379289
2309,1.166203043,1.05918914,1.068678969,1.144807334,1.201381871,1.150136963,1.118038046,1.135841776,1.132480027,1.137573943,1.050798606,1.105367815,1.205507609,1.119064357,1.065580783,1.151524729,1.180757887,1.110760676,1.146202347,1.094217269,1.110517287,1.221177206,1.164370421,1.045020555,1.089916012,1.157110453,1.202280938,1.155524867,1.158561895,1.061202908
2310,1.166983163,1.058175606,1.054752533,1.144968182,1.201229356,1.154469036,1.11815182,1.121324918,1.139824595,1.12694651,1.054577712,1.093383413,1.200790052,1.12180615,1.068614917,1.152693881,1.149670029,1.114205468,1.122915598,1.097894626,1.106487683,1.196461817,1.171031798,1.040161392,1.087091194,1.144353261,1.201613223,1.153087257,1.04725869,1.062611422
2311,1.131903388,1.047176753,1.040890883,1.121889689,1.148174978,1.12847756,1.105174716,1.101022069,1.142583963,1.100109889,1.050280043,1.079490404,1.167525688,1.108678074,1.06994233,1.129908596,1.121285071,1.097478689,1.109528509,1.085261891,1.098323169,1.130452618,1.172187356,1.022369647,1.084930325,1.118223581,1.171913753,1.109933189,1.007480376,1.062873174
2312,1.073727873,1.002823356,1.012983791,1.07451399,1.082630336,1.0746329,1.083813106,1.08075172,1.137320515,1.077993304,1.023404064,1.059074785,1.109937362,1.083013495,1.066430299,1.08888661,1.096858039,1.043027902,1.095144044,1.048291734,1.087209485,1.0690989,1.167110912,0.99841948,1.077699725,1.087705451,1.10911533,1.053407311,0.971250056,1.048614717
2313,1.021453178,0.960645463,0.963147998,1.021389428,1.024209132,1.023255923,1.059190566,1.038617427,1.122140018,1.051384452,0.992072053,1.019695179,1.041937466,1.051584526,1.047424757,1.032348289,1.030872634,0.991504005,1.032568569,1.002708737,1.072520288,1.012847551,1.137974131,0.961748097,1.032435636,1.059404223,1.040826011,0.999665563,0.909242988,1.033089542
2314,0.97030447,0.921112722,0.942227377,0.979974869,0.973075459,0.973391033,1.032669336,1.019811209,1.107686131,1.031300077,0.962685472,1.008677016,1.002269156,1.030586775,1.027493141,0.99998602,1.018077343,0.936636192,1.021626211,0.956929954,1.060267334,0.977507662,1.11199477,0.938340805,1.020947985,1.035429096,0.9948441,0.96362059,0.884340141,1.020729625
2315,0.929325399,0.878881781,0.898880222,0.941217696,0.928218448,0.924205379,1.008702447,0.995657158,1.093477813,1.014889219,0.932090427,0.980554598,0.970426529,1.011935921,1.009080228,0.969599158,0.977181095,0.887801644,0.983271423,0.913197621,1.049255778,0.93967878,1.085608743,0.906945564,0.97987635,1.017234191,0.965522184,0.943140714,0.852726504,1.006353564
2316,0.901117458,0.843726761,0.885597026,0.912823832,0.891165542,0.883403471,0.991668582,0.987471893,1.081103556,1.006727009,0.9089797,0.973836273,0.956769207,0.992015474,0.98353415,0.954401648,0.966644652,0.842907695,0.975792366,0.878152766,1.040797325,0.915081202,1.065994925,0.885371846,0.968465655,1.004165068,0.944251853,0.927491896,0.842353245,0.990088759
2317,0.882402029,0.820773713,0.879682835,0.890143828,0.865842201,0.848252522,0.980863336,0.981235326,1.070928973,1.000416236,0.892201896,0.964213198,0.944776728,0.975989075,0.97731487,0.942498004,0.956760336,0.81458947,0.969967525,0.852332376,1.033797811,0.893277764,1.057073055,0.873001195,0.95891752,0.994691897,0.926942918,0.913863175,0.837690741,0.980450822
2318,0.868840711,0.803736035,0.873859605,0.874205463,0.853456679,0.820734339,0.972012048,0.980778211,1.063501099,1.000488841,0.883387285,0.961521096,0.932104198,0.96369071,0.97639897,0.936145685,0.95162109,0.795324568,0.966226452,0.83029558,1.030585579,0.875598105,1.061957298,0.862283314,0.950907758,0.990543776,0.910121475,0.903022374,0.838206854,0.973988335
2319,0.866444381,0.792861908,0.87329286,0.857853784,0.847995052,0.800363023,0.965596489,0.984633998,1.056778755,1.003157369,0.882863172,0.952889685,0.928672378,0.956684082,0.969653457,0.935617671,0.935297539,0.781805552,0.954420847,0.816686108,1.030925922,0.863630164,1.062016814,0.857416197,0.930829702,0.988891083,0.907587619,0.899259854,0.856987217,0.971933559
2320,0.876116092,0.78852485,0.881352653,0.853119085,0.854043324,0.792267593,0.964050886,0.995866733,1.054907948,1.01381512,0.88534206,0.954722166,0.929202046,0.956659288,0.961351586,0.938901324,0.935359948,0.780374305,0.960117575,0.811790922,1.036334593,0.863183535,1.071791021,0.861158961,0.928954375,0.994849651,0.910750026,0.903015137,0.879929134,0.972564768
2321,0.900284488,0.792440758,0.895661099,0.862300579,0.869685148,0.794908987,0.971963292,1.009930562,1.064778421,1.023748502,0.897922846,0.960601021,0.956787666,0.963698191,0.974164247,0.951459222,0.938786802,0.784538059,0.967218852,0.811813242,1.041876164,0.872781807,1.078159455,0.87436117,0.930257733,1.004317298,0.942491706,0.912067741,0.919269934,0.978844223
2322,0.931356451,0.808715495,0.943369453,0.887446148,0.898541025,0.816587683,0.986189762,1.059079297,1.07387218,1.043331466,0.91527453,1.006606722,0.985534638,0.986140492,0.990637248,0.979543932,1.005139194,0.798553396,1.039518372,0.828975555,1.052658886,0.906060327,1.087137893,0.911644581,0.975182508,1.02240752,0.967228566,0.929593417,0.983823487,0.988618541
2323,0.974992582,0.844128165,0.970645695,0.936061328,0.937414126,0.867205368,1.014314013,1.082190383,1.091656345,1.066748983,0.94159274,1.024624148,1.012120533,1.015544909,0.997927091,1.013032167,1.023979196,0.831157658,1.052400461,0.86741744,1.066343064,0.947450407,1.093132938,0.941966627,0.998434506,1.047092682,0.996359637,0.962286607,1.009934866,1.000807959
2324,1.008567248,0.889240574,0.9859525,0.975530841,0.968368903,0.912759673,1.034982148,1.100666725,1.112717881,1.079591878,0.969075364,1.032905503,1.036384651,1.042829488,1.014932453,1.034622954,1.032708395,0.869622724,1.05825178,0.915427995,1.078278554,0.970417245,1.109951363,0.963588381,1.008700703,1.067275763,1.02771489,0.983643984,1.026729535,1.016579096
2325,1.027338012,0.91822451,1.02468417,1.003657929,0.990332396,0.939698763,1.048972408,1.116056904,1.125925171,1.091956643,0.985250894,1.07087519,1.064337475,1.061770447,1.03675655,1.05495925,1.060649824,0.890843624,1.085111143,0.947944864,1.087305637,0.991772179,1.129595998,0.985879459,1.056189912,1.085447187,1.053237653,1.003323134,1.061200077,1.028814224
2326,1.043645041,0.943297132,1.037784535,1.016609831,1.008953872,0.960158938,1.060150575,1.114621845,1.138878343,1.099262139,0.997827643,1.078606704,1.076900286,1.070941141,1.055190701,1.07182736,1.062086099,0.914286666,1.085297193,0.972477088,1.09780821,1.001238718,1.142009524,0.998957368,1.06084877,1.097943252,1.073344624,1.018120454,1.080248989,1.038529621
2327,1.057455708,0.968063109,1.065515313,1.023541143,1.024037607,0.979520626,1.073802382,1.113395352,1.147881131,1.10432162,1.013483454,1.1218103,1.114255708,1.085903149,1.064400768,1.088523986,1.070227983,0.95398106,1.092154863,1.00537147,1.104259426,1.017167884,1.153699866,1.01560561,1.0808686,1.10896446,1.105332487,1.028246974,1.112240767,1.049119115
2328,1.067785248,0.974800548,1.075122697,1.037060072,1.042710595,0.996492733,1.080732857,1.103792365,1.158330232,1.109536968,1.020808121,1.128251694,1.122619983,1.095235382,1.075102385,1.097200169,1.071228085,0.949911157,1.093644785,1.016226302,1.108100637,1.028473047,1.158105099,1.027078825,1.083179387,1.118310844,1.114847475,1.037175193,1.11979623,1.056157089
2329,1.074492401,0.990312804,1.088716212,1.041872251,1.056320096,1.01136422,1.088705791,1.097233148,1.164879841,1.116094772,1.02829814,1.129496684,1.135008257,1.101213112,1.082763336,1.107797454,1.071124765,0.966579706,1.094629725,1.029434981,1.111694574,1.041050826,1.161875018,1.040686217,1.085100194,1.130554414,1.126170684,1.04738695,1.129772153,1.062329128
2330,1.080715148,1.000180951,1.093021827,1.050714131,1.068255278,1.030084065,1.095627891,1.093507786,1.168435934,1.12113003,1.03533935,1.132992159,1.141601426,1.102905198,1.088455334,1.110325697,1.075853724,0.979717832,1.092553275,1.037120101,1.116062879,1.051049721,1.161179305,1.050856917,1.0897404,1.143207886,1.138005985,1.049786725,1.134081304,1.067814495
2331,1.085796907,1.004391345,1.104954472,1.05683513,1.07606695,1.042070105,1.102174601,1.087997492,1.174671342,1.126653761,1.043068862,1.149610158,1.156915702,1.106438587,1.086027544,1.118778738,1.088169296,0.991051014,1.091393651,1.045313658,1.121459872,1.060736984,1.163199675,1.063274698,1.098246268,1.152781838,1.153220498,1.052813954,1.146351183,1.074234492
2332,1.089334377,1.014078982,1.111136716,1.058225768,1.082717453,1.055594031,1.106005809,1.08750695,1.174656967,1.130929884,1.048498839,1.150599569,1.159823376,1.106233886,1.078988976,1.122759181,1.093684993,1.001880852,1.090863614,1.054897264,1.122321138,1.069908421,1.160668173,1.071617998,1.09765189,1.162739086,1.162759136,1.053620656,1.148813722,1.078454649
2333,1.094152345,1.020663211,1.115034777,1.063550445,1.085370969,1.066893899,1.108783201,1.088301395,1.176978933,1.130961865,1.054013207,1.152098061,1.16230582,1.108904593,1.073765025,1.124504442,1.094923484,1.006979191,1.092773542,1.064790144,1.125924595,1.074979556,1.160246497,1.078449585,1.101735151,1.169744127,1.174194942,1.061932694,1.138112597,1.083030043
