Region,Technology,Mode_of_operation,Year,Value,,Unit,Source,Updated at,Updated by
World,D_Gas_H2,1,2018,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_H2,1,2020,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_H2,1,2025,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_H2,1,2030,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_H2,1,2035,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_H2,1,2040,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_H2,1,2045,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_H2,1,2050,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2018,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2020,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2025,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2030,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2035,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2040,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2045,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Gas_Methane,1,2050,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2018,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2020,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2025,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2030,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2035,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2040,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2045,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_Heat_HLI,1,2050,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2018,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2020,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2025,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2030,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2035,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2040,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2045,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS,1,2050,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2018,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2020,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2025,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2030,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2035,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2040,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2045,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,D_PHS_Residual,1,2050,0.01,,MEUR/PJ,"Marginal number for numerical stability, no source required",08.08.2024,Konstantin Loffler <kl@wip.tu-berlin.de>
World,FRT_Rail_Conv,1,2018,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2020,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2025,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2030,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2035,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2040,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2045,0,,MEUR/PJ,,,
World,FRT_Rail_Conv,1,2050,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2018,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2020,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2025,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2030,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2035,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2040,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2045,0,,MEUR/PJ,,,
World,FRT_Rail_Electric,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_BEV,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_H2,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_ICE,1,2050,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2018,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2020,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2025,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2030,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2035,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2040,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2045,0,,MEUR/PJ,,,
World,FRT_Road_PHEV,1,2050,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2018,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2020,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2025,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2030,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2035,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2040,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2045,0,,MEUR/PJ,,,
World,FRT_Ship_Bio,1,2050,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2018,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2020,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2025,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2030,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2035,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2040,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2045,0,,MEUR/PJ,,,
World,FRT_Ship_Conv,1,2050,0,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2018,0.001,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2020,0.001,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2025,0.001,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2030,0.001,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2035,0.001,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2040,0.001,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2045,0.001,,MEUR/PJ,,,
DE,HB_Convert_DH,1,2050,0.001,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2018,1.44,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2020,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2025,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2030,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2035,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2040,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2045,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,2,2050,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,3,2050,1.368,,MEUR/PJ,,,
DE,HHI_BF_BOF_CCS,4,2050,1.368,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2020,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2025,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2030,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2035,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2040,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2045,1.224,,MEUR/PJ,,,
DE,HHI_DRI_EAF_CCS,1,2050,1.224,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2018,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2020,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2025,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2030,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2035,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2040,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2045,0.001,,MEUR/PJ,,,
DE,HLI_Convert_DH,1,2050,0.001,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HMI_Gas_CCS,1,2050,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2018,1.44,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2020,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2025,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2030,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2035,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2040,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2045,1.368,,MEUR/PJ,,,
DE,HMI_HardCoal_CCS,1,2050,1.368,,MEUR/PJ,,,
World,P_Biomass,1,2018,0.01,,MEUR/PJ,,,
World,P_Biomass,1,2020,0.01,,MEUR/PJ,,,
World,P_Biomass,1,2021,0.98968,,MEUR/PJ,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass,1,2025,0.98968,,MEUR/PJ,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass,1,2030,0.98968,,MEUR/PJ,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass,1,2035,0.98968,,MEUR/PJ,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass,1,2040,0.98968,,MEUR/PJ,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass,1,2045,0.98968,,MEUR/PJ,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass,1,2050,0.98968,,MEUR/PJ,Steam turbine biomass solid conventional-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass_CCS,1,2018,1.6124,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2020,0.4726,,MEUR/PJ,,,
World,P_Biomass_CCS,1,2021,1.66522,,MEUR/PJ,Steam turbine biomass solid conventional w.CCS-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass_CCS,1,2025,1.6541,,MEUR/PJ,Steam turbine biomass solid conventional w.CCS-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass_CCS,1,2030,1.64298,,MEUR/PJ,Steam turbine biomass solid conventional w.CCS-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass_CCS,1,2035,1.63047,,MEUR/PJ,Steam turbine biomass solid conventional w.CCS-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass_CCS,1,2040,1.61796,,MEUR/PJ,Steam turbine biomass solid conventional w.CCS-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass_CCS,1,2045,1.61518,,MEUR/PJ,Steam turbine biomass solid conventional w.CCS-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Biomass_CCS,1,2050,1.6124,,MEUR/PJ,Steam turbine biomass solid conventional w.CCS-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal,1,2018,0.01,,MEUR/PJ,,,
World,P_Coal_Hardcoal,1,2020,0.01,,MEUR/PJ,,,
World,P_Coal_Hardcoal,1,2021,0.6672,,MEUR/PJ,Steam turbine coal supercritical--https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal,1,2025,0.6672,,MEUR/PJ,Steam turbine coal supercritical--https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal,1,2030,0.6672,,MEUR/PJ,Steam turbine coal supercritical--https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal,1,2035,0.6672,,MEUR/PJ,Steam turbine coal supercritical--https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal,1,2040,0.6672,,MEUR/PJ,Steam turbine coal supercritical--https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal,1,2045,0.6672,,MEUR/PJ,Steam turbine coal supercritical--https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal,1,2050,0.6672,,MEUR/PJ,Steam turbine coal supercritical--https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
World,P_Coal_Hardcoal_CCS,1,2018,1.44,,MEUR/PJ,,,
World,P_Coal_Hardcoal_CCS,1,2020,1.368,,MEUR/PJ,,,
World,P_Coal_Hardcoal_CCS,1,2021,1.82924,,MEUR/PJ,Integrated gasification coal CCS pre combustion-https://energy.ec.europa.eu/data-and-analysis/energy-modelling/eu-reference-scenario-2020_en,20.08.2024,Alena Diesing <ad@wip.tu-berlin.de>
